"序号","名称","地址","电话","标签","百度链接","图片数量","营业时间","总体评分","签到数"
129,"吴裕泰茶庄","北京市朝阳区定福庄西街南口内蒙古饭店东配楼","010-65779962","购物;商铺","http://api.map.baidu.com/place/detail?uid=373cf757ac0868774354d7d6&output=html&source=placeapi_v2","7","","4",""
130,"吴裕泰茶庄(朝阳路店）","朝阳区朝阳路乙2号十里堡阳光新城市华堂商场旁","(010)65589615","购物;商铺","http://api.map.baidu.com/place/detail?uid=72aa251300ff075e067ce886&output=html&source=placeapi_v2","31","","4.3",""
131,"吴裕泰茶庄(东单店)","北京市东城区东单北大街78号","010-65129722","美食;茶座","http://api.map.baidu.com/place/detail?uid=d6ee8724daa0a6f9a9f0cd86&output=html&source=placeapi_v2","5","","3",""
132,"吴裕泰茶莊","东花市大街19号","(010)67192037","购物;商铺","http://api.map.baidu.com/place/detail?uid=c0f0daa34d4d0cfd90114ca4&output=html&source=placeapi_v2","15","","",""
133,"吴裕泰茶庄","乾安路佳和宜园12号楼底商足尚轩旁","(010)59749338","购物;商铺","http://api.map.baidu.com/place/detail?uid=16be4e7708219891b2077d87&output=html&source=placeapi_v2","8","","",""
134,"张一元茶庄(双桥分店)","朝阳区双桥路双惠苑甲3号8门","(010)65704948","购物;商铺","http://api.map.baidu.com/place/detail?uid=0ce65c2dfb258d402c473380&output=html&source=placeapi_v2","6","","2.7",""
135,"华萍宏力茶庄(昌平总店)","鼓楼南街35之1-3","(010)80100082","美食;茶座","http://api.map.baidu.com/place/detail?uid=f42490c145e284a64afc8dc7&output=html&source=placeapi_v2","4","","",""
136,"文新茶庄","朝阳区华威里28号(近河南大厦)","(010)51670399","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=101edc36cdd696d91f38943f&output=html&source=placeapi_v2","20","","3.3",""
137,"张一元茶庄(万柳茶店)","万柳东路新纪元家园南门1楼(锋尚国际公寓北侧)","(010)82571686","购物;商铺","http://api.map.baidu.com/place/detail?uid=85068e512bfeca012db17e3b&output=html&source=placeapi_v2","12","","4.3",""
138,"吴裕泰茶庄","通州区爱玛电动车东南80米","(010)69525423","购物;商铺","http://api.map.baidu.com/place/detail?uid=1020060fe0d96ba61894c61a&output=html&source=placeapi_v2","6","","3",""
139,"张一元茶庄良乡苏庄分店","良乡苏庄大街三里商业街4号底商","(010)69389925","购物;商铺","http://api.map.baidu.com/place/detail?uid=d9a5c3de1f34811d3c9a5eda&output=html&source=placeapi_v2","6","","1",""
140,"吴裕泰茶庄","兴丰大街帝园商城1层麦当劳东侧","010-87269070","购物;商铺","http://api.map.baidu.com/place/detail?uid=92b806d2883683fe79b55cd5&output=html&source=placeapi_v2","7","","3",""
141,"吴裕泰茶庄","北京市通州区新华东街38号","(010)69532279","购物;商铺","http://api.map.baidu.com/place/detail?uid=fd13a3f28f4c7f87b1077d39&output=html&source=placeapi_v2","16","","",""
142,"吴裕泰茶庄(永泰店)","北京市海淀区清河永泰西里2号楼底商5门","010-62998183","购物;商铺","http://api.map.baidu.com/place/detail?uid=a7c56ee02c2f4eaaa2acc4e9&output=html&source=placeapi_v2","12","","4.6",""
143,"吴裕泰茶庄（石榴园店）","北京市丰台区石榴园北里49号","010-87208464","购物;商铺","http://api.map.baidu.com/place/detail?uid=96b672aa5025406ccf04ef86&output=html&source=placeapi_v2","4","","4",""
144,"张一元茶庄良乡NO.1","房山区良乡西潞1号（瑞祥市场底商）","(010)69353795","购物;商铺","http://api.map.baidu.com/place/detail?uid=81d6a509d6a942596f20b9a5&output=html&source=placeapi_v2","9","","3.8",""
145,"张一元茶庄(立汤路)","北七家镇大鸭梨烤鸭(北七家店)","(010)69750951","购物;商铺","http://api.map.baidu.com/place/detail?uid=f5c94c21ab01dddeeb56fa5e&output=html&source=placeapi_v2","4","","4.3",""
146,"吴裕泰茶庄","北京市西城区广外鸭子桥路1号院6号楼底商","(010)63388316","购物;商铺","http://api.map.baidu.com/place/detail?uid=d146b3882e4e30c774026904&output=html&source=placeapi_v2","13","","4.9",""
147,"吴裕泰茶庄安乐林店","安乐林路10号楼1-1","010-87289350","购物;商铺","http://api.map.baidu.com/place/detail?uid=43b7e8899347476a59f6bee2&output=html&source=placeapi_v2","7","","",""
148,"张一元茶庄","北京丰台区长辛店朱家坟五里2号院44号","(010)51158822","购物;商铺","http://api.map.baidu.com/place/detail?uid=750ec165e554d9324d3a59aa&output=html&source=placeapi_v2","3","","4",""
149,"水聚缘茶楼","西客站北广场售票处西侧北一出站口地下一层","13501159828","美食;茶座","http://api.map.baidu.com/place/detail?uid=a0805dac9cd7e8a19ff779cf&output=html&source=placeapi_v2","24","","5",""
150,"张一元茶庄(昌平府学路分店)","昌平区府学路18号临街房第A109号","(010)89742678","购物;商铺","http://api.map.baidu.com/place/detail?uid=e09bdace247a152c14c8f61e&output=html&source=placeapi_v2","8","","",""
151,"如意轩茶庄","新华北路155号附近","","购物","http://api.map.baidu.com/place/detail?uid=4458a2fa048987475bf6be9d&output=html&source=placeapi_v2","1","","",""
152,"水云轩茶楼","密云县其他新西路99号北边-1号","(010)69086253","美食;茶座","http://api.map.baidu.com/place/detail?uid=d5464cf8a1438d57fca77897&output=html&source=placeapi_v2","5","","",""
153,"张一元茶庄回龙观龙润分店","回龙观西大街118号龙冠置业大厦1楼(永辉超市与大中电器之间)","(010)59812686","购物;商铺","http://api.map.baidu.com/place/detail?uid=96b672aa45c33d6cce04ef28&output=html&source=placeapi_v2","13","","3.9",""
154,"吴裕泰茶庄","香颐路厢红旗甲16号(近361度)","(010)62885128","购物;商铺","http://api.map.baidu.com/place/detail?uid=aa7801a84db317212bb97cf1&output=html&source=placeapi_v2","18","","4",""
155,"吴裕泰茶庄","北京市西城区黄寺大街23号","010-82235215","购物;商铺","http://api.map.baidu.com/place/detail?uid=56f2f69693f403990ba8d486&output=html&source=placeapi_v2","4","","3.7",""
156,"吴裕泰茶庄","北京市朝阳区西大望路3号蓝堡大厦底商","(010)85999190","购物;商铺","http://api.map.baidu.com/place/detail?uid=87248d96c46a61aa2906ce86&output=html&source=placeapi_v2","9","","5",""
157,"吴裕泰茶庄","青春路24号(北京市怀柔区审计局北)","010-69688346","购物;商铺","http://api.map.baidu.com/place/detail?uid=923ffd00d82e8cb7d92f2870&output=html&source=placeapi_v2","13","","4",""
158,"吴裕泰茶庄","北京市朝阳区朝阳路中百世贸商城杨闸环岛店1层","010-51397830","购物;商铺","http://api.map.baidu.com/place/detail?uid=083a55faa3ae9f60246e9817&output=html&source=placeapi_v2","12","","4.5",""
159,"张一元茶庄（马家堡1店）","角门北路31","(010)67528139","购物;商铺","http://api.map.baidu.com/place/detail?uid=e2c734e408fa564415a190ca&output=html&source=placeapi_v2","12","","4.3",""
160,"张一元茶庄宏城店","北京市顺义区宏城花园18号楼","","购物;商铺","http://api.map.baidu.com/place/detail?uid=2cbb1248a513d60c2efaa739&output=html&source=placeapi_v2","4","","",""
161,"吴裕泰茶庄","八角南路1号","(010)68861096","购物;商铺","http://api.map.baidu.com/place/detail?uid=75d0881a0321c44d3a04b1df&output=html&source=placeapi_v2","28","","3",""
162,"吴裕泰茶庄","丰台区樊家村万年花城4号楼0102号(三环夏家胡同)","(010)83610443","购物;商铺","http://api.map.baidu.com/place/detail?uid=f696f3c279c5b2f21b11d5c3&output=html&source=placeapi_v2","9","","4",""
163,"吴裕泰茶庄","石景山区银河大街13-9号（近欧麦咖啡）","(010)68622068","购物;商铺","http://api.map.baidu.com/place/detail?uid=1020060f10699bbf1994c682&output=html&source=placeapi_v2","15","","2.7",""
164,"峨眉千佛茶楼","北京丰台区南四环西路188号三区12号楼","","美食;茶座","http://api.map.baidu.com/place/detail?uid=c43d64b48188c228d72ce2a9&output=html&source=placeapi_v2","1","","",""
165,"吴裕泰茶庄","东坝中路12号","(010)65479597","购物;商铺","http://api.map.baidu.com/place/detail?uid=7bc24d1ccfeee4c717c9059b&output=html&source=placeapi_v2","6","","5",""
166,"天德香茶楼","近郊延庆县延庆镇湖北西路25-3号","(010)69183189","美食;茶座","http://api.map.baidu.com/place/detail?uid=be1ea5ef6eb273bf14948e24&output=html&source=placeapi_v2","4","","4.5",""
167,"吴裕泰茶庄后沙峪店","双裕东区丁1号天洋国际大厦西侧门面房","010-80492309","购物;商铺","http://api.map.baidu.com/place/detail?uid=881a28e7c7c9e039f842b2a7&output=html&source=placeapi_v2","5","","",""
168,"吴裕泰茶庄","白檀小区云珠商场综合楼","(010)69064801","购物;商铺","http://api.map.baidu.com/place/detail?uid=cac5fc76132a0ef32db96d96&output=html&source=placeapi_v2","7","","",""
169,"吴裕泰茶庄","朝阳区甜水园东街10号院4-2号(金台路口北)","(010)65002663","购物;商铺","http://api.map.baidu.com/place/detail?uid=6fddd7fd726468663517dc01&output=html&source=placeapi_v2","23","","3",""
170,"吴裕泰茶庄","海淀区天秀花园安和园6单元22号底商","(010)62898615","购物;商铺","http://api.map.baidu.com/place/detail?uid=afd1f9eddfb8b745b75f1e7a&output=html&source=placeapi_v2","6","","4",""
171,"吴裕泰茶庄","北京市怀柔区迎宾北路12-1-102二兴益商城往北路东","010-69688279,0312-5594488","购物;商铺","http://api.map.baidu.com/place/detail?uid=c7eca12b2976242ee015f986&output=html&source=placeapi_v2","3","","",""
172,"吴裕泰茶庄","北京市西城区永安路4号天桥北里小区2号楼1-12号北二门","010-83136226","购物;商铺","http://api.map.baidu.com/place/detail?uid=3810c8798737dd929d09f786&output=html&source=placeapi_v2","8","","4.6",""
173,"吴裕泰茶庄霍营店","北京市昌平区东小口霍营旺龙花园小区3号","010-69799057","购物;商铺","http://api.map.baidu.com/place/detail?uid=251374c97c99a23ca11de97c&output=html&source=placeapi_v2","16","","4",""
174,"长建茶庄","镜盒厂路与013县道交叉口西北50米","(010)52100679","购物;商铺","http://api.map.baidu.com/place/detail?uid=a15488d9a0809a0aa2a934df&output=html&source=placeapi_v2","3","","",""
175,"张一元茶庄","丰台区菜户营西路商用房北3号","(010)63254243","购物;商铺","http://api.map.baidu.com/place/detail?uid=d4034eb3681ccd88c13644af&output=html&source=placeapi_v2","6","","",""
176,"吴裕泰茶庄","朝阳区朝阳路67号财满街财经中心东区9号楼1层","(010)85776284","购物;商铺","http://api.map.baidu.com/place/detail?uid=101bc61b4b539cbac52ba1a6&output=html&source=placeapi_v2","30","","4.7",""
177,"吴裕泰茶庄","新平北路（顺平路）65号","(010)69960755","购物;商铺","http://api.map.baidu.com/place/detail?uid=02b14d05b6f83bd5d81318df&output=html&source=placeapi_v2","3","","4.5",""
178,"吴裕泰茶莊","北京市朝阳区垡头北里3号楼","(010)67360762","购物;商铺","http://api.map.baidu.com/place/detail?uid=beabdbf48fd8b3817169d386&output=html&source=placeapi_v2","6","","5",""
179,"吴裕泰(仁和茶庄)","顺于路前进花园石门苑17号楼","(010)61428870","购物;商铺","http://api.map.baidu.com/place/detail?uid=4cd79fec43e04d34f03cbaa0&output=html&source=placeapi_v2","3","","",""
180,"吴裕泰茶莊","朝外蓝岛大厦地下一层","13910795087,(010)58214173","购物;商铺","http://api.map.baidu.com/place/detail?uid=d5f93c0ef5f35a45ecdfca86&output=html&source=placeapi_v2","22","","",""
181,"吴裕泰茶庄","北京市丰台区西四环南路32-6号(丰台区国税局北侧)","010-63808401","购物;商铺","http://api.map.baidu.com/place/detail?uid=2fd2beab81c2e24b7bdbd286&output=html&source=placeapi_v2","10","","5",""
182,"吴裕泰茶庄","西三旗建材城西一里12号楼底商","(010)82916078","购物;商铺","http://api.map.baidu.com/place/detail?uid=e56bf5e3f69d8b5d0682c285&output=html&source=placeapi_v2","1","","",""
183,"富足佳茶庄","东打磨厂街5号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=595f85f064b0f48cd518b78d&output=html&source=placeapi_v2","9","","",""
184,"龍熙露雨轩茶楼","北京市昌平区","","美食;茶座","http://api.map.baidu.com/place/detail?uid=1f9ed36d859e5636d8d8919a&output=html&source=placeapi_v2","4","","5",""
185,"吴裕泰茶庄","永定门外洋桥12号","(010)87509506","购物;商铺","http://api.map.baidu.com/place/detail?uid=9f97b1c59005c21fb64f54ce&output=html&source=placeapi_v2","16","","",""
186,"六品香茶庄","于家园二区26号楼01门","(010)61639488","美食;茶座","http://api.map.baidu.com/place/detail?uid=24d05508f03da5af12882470&output=html&source=placeapi_v2","9","","5",""
187,"吴裕泰茶庄(旧宫店)","旧宫西路清逸西园1号楼底商","010-87972758","购物;商铺","http://api.map.baidu.com/place/detail?uid=101bc61b42d395bac42ba126&output=html&source=placeapi_v2","18","","3.1",""
188,"吴裕泰茶庄","丰管路9号院(近致美惠欧洲站服饰)","(010)63773727","购物;商铺","http://api.map.baidu.com/place/detail?uid=379af1a6e116000442afe604&output=html&source=placeapi_v2","11","","",""
189,"清香林茶楼","翠微路20号","(010)68274954","美食;茶座","http://api.map.baidu.com/place/detail?uid=3ec29bb42ee2621430169b3f&output=html&source=placeapi_v2","6","","",""
190,"水中天茗源山房茶楼","北京市海淀区西钓鱼台嘉园6号楼底商","(010)68404292","美食;茶座","http://api.map.baidu.com/place/detail?uid=cf3ead5dbb1a651a8bdb7399&output=html&source=placeapi_v2","21","","4.8",""
191,"吴裕泰茶庄","北京市东城区广渠门北里55号金桥国际公寓C区","(010)67109153","购物;商铺","http://api.map.baidu.com/place/detail?uid=af22fa106e226948e31103e6&output=html&source=placeapi_v2","5","","",""
192,"泰洋盛雅茶楼","通州区九棵树西路172号4层","(010)60545686,(010)60546210","美食;茶座","http://api.map.baidu.com/place/detail?uid=04fc110e24f50cac9703192f&output=html&source=placeapi_v2","2","","5",""
193,"吴裕泰茶庄","北京市大兴区旧宫镇小红门路39号永辉超市1楼(近宣颐家园)","010-53712600","购物;商铺","http://api.map.baidu.com/place/detail?uid=d5f93c0e92663f45eddfca15&output=html&source=placeapi_v2","8","","4",""
194,"金盏茶楼","兴一路附近","","美食;茶座","http://api.map.baidu.com/place/detail?uid=ac41ec6bb009027f0a5cb3a8&output=html&source=placeapi_v2","2","","3",""
195,"龙首茶庄","北京大兴区清和园公交车站路南(近清乐园底商10号)","13910675848","购物;商铺","http://api.map.baidu.com/place/detail?uid=15e1e85e068b14df58109330&output=html&source=placeapi_v2","11","","5",""
196,"吴裕泰茶庄润城店","北京市朝阳区北苑家园润城花园福客隆超市东侧一层","010-84963337","购物;商铺","http://api.map.baidu.com/place/detail?uid=593850fb224cf35cdf1e522c&output=html&source=placeapi_v2","16","","",""
197,"麒麟茶馆","朝阳区望京麒麟社B座1层（物美超市上方）","(010)57389638","休闲娱乐;游戏场所","http://api.map.baidu.com/place/detail?uid=5007d8b6176eeb8dab0dd88b&output=html&source=placeapi_v2","24","","4.5",""
198,"山东日照碧波茶庄","和平里西青年沟6号楼101号底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=22f25fa1f0b957254c6d46aa&output=html&source=placeapi_v2","1","","",""
199,"吴裕泰茶庄","广安门外大街305号五区1-4号","(010)63446023","购物;商铺","http://api.map.baidu.com/place/detail?uid=fb562825ca2bd866f6c59cc4&output=html&source=placeapi_v2","3","","",""
200,"吴裕泰茶庄","昌平区东关宁馨苑小区13号楼底商","(010)69727533","购物;商铺","http://api.map.baidu.com/place/detail?uid=93df0dc3f6bba32b882fb50f&output=html&source=placeapi_v2","7","","5",""
201,"竜玥茶庄","西三旗赏玩城2楼127室.128号(西三旗桥西南角)","(010)61199598","购物;商铺","http://api.map.baidu.com/place/detail?uid=dc8cff2a63a4f870cd04ef76&output=html&source=placeapi_v2","5","","5",""
202,"自在阁茶楼","岳各庄梅市口路西府景园底商406号（近红星美凯龙）","(010)83658921","美食;茶座","http://api.map.baidu.com/place/detail?uid=b3aa435db3d17712147643bc&output=html&source=placeapi_v2","20","","5",""
203,"红镶边茶庄(北沙滩分店)","北京朝阳区德胜门外北沙滩2号(如家酒店1楼)(近胜利饭店，中国农机院，国奥村)","15801160657,13681171195","购物;商铺","http://api.map.baidu.com/place/detail?uid=e93926848f9344935fbe86e9&output=html&source=placeapi_v2","1","","",""
204,"吴裕泰茶庄","八里庄北里124号楼底商(近美廉美)","010-85826516","购物;商铺","http://api.map.baidu.com/place/detail?uid=e93761f6514ac315223bf23c&output=html&source=placeapi_v2","14","","4.5",""
205,"万众香茶庄(红莲南路)","马连道路甲18号院1号楼","(010)63461066","购物;商铺","http://api.map.baidu.com/place/detail?uid=d24e48eb71aba4b4afee7aed&output=html&source=placeapi_v2","19","","",""
206,"吴裕泰茶庄","东小口合立方5号楼3单元环球中医院旁吴裕泰茶庄","(010)84959381","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f60eec70390eaf69b68b4bf&output=html&source=placeapi_v2","1","","5",""
207,"京华茶庄","迎宾中路甲42-3号","15910219746","购物;商铺","http://api.map.baidu.com/place/detail?uid=600afebbb8d108bc9f09f765&output=html&source=placeapi_v2","3","","",""
208,"吴裕泰茶庄(北街店)","北京市昌平区北街家园八区5号楼1层104","(010)80766796","购物;商铺","http://api.map.baidu.com/place/detail?uid=45b09962a106c89521026256&output=html&source=placeapi_v2","4","","5",""
209,"吴裕泰茶庄","银地家园33号楼1层06底商吴裕泰茶庄","(010)83713998","购物;商铺","http://api.map.baidu.com/place/detail?uid=956b0af10d182ad2ae0457e3&output=html&source=placeapi_v2","4","","5",""
210,"北京意缘茶庄","南鲍路附近","(010)81922384","美食;茶座","http://api.map.baidu.com/place/detail?uid=1ef83a5b63c0106ae8e582e9&output=html&source=placeapi_v2","1","","",""
211,"吴裕泰茶庄","朝阳区松榆东里23号楼1楼(松榆里车站旁)","010-67341905","购物;商铺","http://api.map.baidu.com/place/detail?uid=61f634f6f386eb616a49f386&output=html&source=placeapi_v2","9","","3.2",""
212,"吴裕泰茶庄","北京市朝阳区来广营西路7号院18号楼1-2层128","(010)84939156","购物;商铺","http://api.map.baidu.com/place/detail?uid=d0a2cd42e016b41e1e580079&output=html&source=placeapi_v2","1","","",""
213,"张一元茶庄青年湖店","西城区鸭子桥北里6号楼底商","(010)63450809","购物;商铺","http://api.map.baidu.com/place/detail?uid=dfc496b614d961b68936ee45&output=html&source=placeapi_v2","4","","3.7",""
214,"吴裕泰茶庄矩阵店","北京市昌平区回龙观天龙苑24号楼108房","010-81749463","购物;商铺","http://api.map.baidu.com/place/detail?uid=4420764633dafb16deee8b5d&output=html&source=placeapi_v2","8","","",""
215,"北京正兴天顺和茶楼","金沟河路5号821号楼1楼(近永定路)","(010)68766615","美食;茶座","http://api.map.baidu.com/place/detail?uid=5276463d483f6db7940319e1&output=html&source=placeapi_v2","8","","4",""
216,"天福茶庄(东单店)","金鱼胡同3号","010-65271888","","http://api.map.baidu.com/place/detail?uid=752b477e1625d97484154120&output=html&source=placeapi_v2","1","","",""
217,"吴裕泰茶庄","马甸南路2号院1号楼一层吴裕泰茶庄","(010)82002112","购物;商铺","http://api.map.baidu.com/place/detail?uid=a27aa34d626e842c04026f73&output=html&source=placeapi_v2","4","","",""
218,"大汉足道汉宫茶楼","知春路甲20号4楼（近中国医药大厦）","(010)82356899","休闲娱乐;洗浴按摩","http://api.map.baidu.com/place/detail?uid=72aa00b8cb02861354bfff16&output=html&source=placeapi_v2","9","","3.3",""
219,"圣云轩茶庄","金宝街8号(金宝汇对面)","(010)85694018","购物;商铺","http://api.map.baidu.com/place/detail?uid=cb4fd1466a2bb6589d9d6814&output=html&source=placeapi_v2","21","","5",""
220,"北京静雅轩茶庄","兴隆街90a附近","13683181860","购物;商铺","http://api.map.baidu.com/place/detail?uid=60d02a93de48f9e93062128e&output=html&source=placeapi_v2","3","","",""
221,"润雨茶楼","方庄环岛北红剑停车场底商4号","(010)67625667,15811122432","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=975468301b4238b74e5547a0&output=html&source=placeapi_v2","41","","4.7",""
222,"沙洲行茶楼","来广营红军营南路亿客隆建材市场西门","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ec312a82b8558aeb8505bfbe&output=html&source=placeapi_v2","1","","",""
223,"茗韵阁茶庄","昌平区立汤路北七家建材城茶艺厅110号(西湖新村)","","美食","http://api.map.baidu.com/place/detail?uid=05ee6227cdd99e5ae9f853bf&output=html&source=placeapi_v2","2","","5",""
224,"圣轩茶楼","良乡西潞北大街73号","(010)69379383","美食;茶座","http://api.map.baidu.com/place/detail?uid=435d7aeaf5f5ae2c5bbbbcba&output=html&source=placeapi_v2","2","","4",""
225,"吴裕泰茶庄(东大街店)","北京市丰台区丰台东大街游泳场顺天府超市南侧","010-63811334","购物;商铺","http://api.map.baidu.com/place/detail?uid=480b24d0eea8fa8c9cec2b3f&output=html&source=placeapi_v2","5","","",""
226,"八大处茶庄","北京市石景山区西山风景区南麓八大处公园内(近公园大门)","","购物;商铺","http://api.map.baidu.com/place/detail?uid=768743de5a29db47b75f1eaf&output=html&source=placeapi_v2","2","","4.5",""
227,"雪香梅茶庄","北京市海淀区宝盛里观澳园15号楼6层","15801188808","美食;茶座","http://api.map.baidu.com/place/detail?uid=1f71bae5223834c98bfc0664&output=html&source=placeapi_v2","1","","3",""
228,"御香雅园茶庄","久润花园东区19-5号","(010)81095066","购物;商铺","http://api.map.baidu.com/place/detail?uid=d4595956c2fb3d89f603b85e&output=html&source=placeapi_v2","3","","",""
229,"晨艺源茶庄","北京市平谷区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=1cd19878244a9008bda24045&output=html&source=placeapi_v2","1","","0",""
230,"吴裕泰茶庄石景山店","金顶街西口近337总站(近337总站)","(010)88710070","购物;商铺","http://api.map.baidu.com/place/detail?uid=6deee308e97cb87328fc4887&output=html&source=placeapi_v2","11","","4.1",""
231,"染九乡茶庄","北京市海淀区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=d24e48ebe7072eadafee7a58&output=html&source=placeapi_v2","31","","5",""
232,"绿春茶庄","潞西路北50米","(010)69582875","购物;商铺","http://api.map.baidu.com/place/detail?uid=863d820835eaf3d2901fc942&output=html&source=placeapi_v2","1","","",""
233,"万源茶庄","海子角南路与黄徐路交叉口西200米","13436919034","购物;商铺","http://api.map.baidu.com/place/detail?uid=50c0bfb1c6ca3bed94ec84a9&output=html&source=placeapi_v2","3","","",""
234,"吴裕泰茶庄","鼓楼北街15-1号","(010)89747991","购物;商铺","http://api.map.baidu.com/place/detail?uid=72e57fd7dd81acaff8dc8510&output=html&source=placeapi_v2","17","","",""
235,"北京天福茶庄","北京市西城区西四南大街甲16号","010-66176310|010-65238899","购物;商铺","http://api.map.baidu.com/place/detail?uid=480b24d074fc14e89cec2bc4&output=html&source=placeapi_v2","22","","3.6",""
236,"清心阁茶楼","北京市海淀区畅茜园兰德华庭7号楼1层","(010)88251530","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=b703e96bd74842e38f1a8950&output=html&source=placeapi_v2","15","","4.5",""
237,"吴裕泰茶庄","农大南路厢黄旗2号楼博雅西园底商(近幸福超市审美理发)","(010)82796098","购物;商铺","http://api.map.baidu.com/place/detail?uid=634cbf525cce5d61d92f289d&output=html&source=placeapi_v2","5","","1",""
238,"清水阁茶庄","北京近郊延庆县庆园街8号","","美食;茶座","http://api.map.baidu.com/place/detail?uid=6e7b2f143df43e7dbda24087&output=html&source=placeapi_v2","10","","",""
239,"京华茶庄","兴丰北大街滨河南街底商","(010)52477816","购物;商铺","http://api.map.baidu.com/place/detail?uid=05191639a0260586b2077d3d&output=html&source=placeapi_v2","7","","",""
240,"德利茶庄","阳坊镇阳坊村新华书店对面","(010)69762996","购物;商铺","http://api.map.baidu.com/place/detail?uid=7aea43b7de0c62f87c29bd1c&output=html&source=placeapi_v2","5","","",""
241,"吴裕泰茶庄","站前北街国泰谊宾商城1层","(010)60416324","购物;商铺","http://api.map.baidu.com/place/detail?uid=6ea69e0522d716fba4c756ca&output=html&source=placeapi_v2","9","","4",""
242,"巧思轩茶楼","海淀区西三环北路27号（紫竹桥向北200米，八一剧场对面）","(010)68717775","美食;茶座","http://api.map.baidu.com/place/detail?uid=642e65001b76c09cb45f1ee4&output=html&source=placeapi_v2","61","","3",""
243,"吴裕泰(新船茶庄店)","建材城西路新龙大厦C座1层(近白浮泉路)","010-82969293","购物;商铺","http://api.map.baidu.com/place/detail?uid=1e2acbf273d2d74a33169b68&output=html&source=placeapi_v2","6","","3.7",""
244,"吴裕泰茶庄（沙河店）","北京市昌平区沙河镇松兰堡村新城公寓3号楼西侧底商（第一间1层）","010-60739253","购物;商铺","http://api.map.baidu.com/place/detail?uid=3b403416f938b2e5eaf853de&output=html&source=placeapi_v2","2","","4",""
245,"绿峰茶庄(老车站)","张采路","","美食;茶座","http://api.map.baidu.com/place/detail?uid=39209f897a3991f17369d3e8&output=html&source=placeapi_v2","9","","",""
246,"逸海轩茶楼","清华东路16号艺海大厦0403室","(010)51733839","美食;茶座","http://api.map.baidu.com/place/detail?uid=4bb049d98509645e9800508a&output=html&source=placeapi_v2","5","","",""
247,"义盛茂茶庄","北京市通州区如意园12号2附近","(010)69510549,13366265308","购物;商铺","http://api.map.baidu.com/place/detail?uid=fdade169fec0a44dcd04ef6a&output=html&source=placeapi_v2","4","","0",""
248,"北京湖广会馆茶楼","北京西城区虎坊路3号湖广会馆内","(010)83551680","美食;茶座","http://api.map.baidu.com/place/detail?uid=8eb48fa1b733d3a6f32d83f0&output=html&source=placeapi_v2","20","","4",""
249,"黄山峰茶庄","西城区马连道路7-1","","购物;商铺","http://api.map.baidu.com/place/detail?uid=64ff3be16512d1bb90114ced&output=html&source=placeapi_v2","10","","",""
250,"今朝茶庄","农贸街世纪隆购物中心旁","13911176087","美食;茶座","http://api.map.baidu.com/place/detail?uid=c8f7612a535d82c3100daa58&output=html&source=placeapi_v2","1","","",""
251,"锦坊缘茶庄茶艺馆(延静里店)","延静里1号楼4门102室","13683576654,(010)85996631","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=cbb6f19540b0637eaecb6670&output=html&source=placeapi_v2","6","","",""
252,"吴裕泰茶庄南口店","北京市昌平区南口镇东大街5号院鹿角家园","010-69776179","购物;商铺","http://api.map.baidu.com/place/detail?uid=5fa58b1ce8ebf9f028d7ab39&output=html&source=placeapi_v2","4","","",""
253,"吴裕泰茶庄","北京市海淀区清河宝盛里小区1号楼底商","010-62996899,010-62991887","购物;商铺","http://api.map.baidu.com/place/detail?uid=befdb2926b8f649f861541b5&output=html&source=placeapi_v2","18","","",""
254,"吴裕泰茶庄(振兴路)","振兴路世涛天朗小区南门西侧","","购物;商铺","http://api.map.baidu.com/place/detail?uid=9951202a6a6e8b3dcae33ce7&output=html&source=placeapi_v2","1","","",""
255,"佤山映像茶庄","裕龙二街附近","","美食;茶座","http://api.map.baidu.com/place/detail?uid=5e45b4ae481713415bf6be59&output=html&source=placeapi_v2","1","","",""
256,"琪瑞园茶庄","通惠南路20号搂三单元312室","","购物","http://api.map.baidu.com/place/detail?uid=22588c7b62f582d7ab0dd8c2&output=html&source=placeapi_v2","3","","",""
257,"丰泽云茶庄","八里桥金三角路市场南街路口附近","(010)60516507","购物;商铺","http://api.map.baidu.com/place/detail?uid=90c484572afee072d618b71d&output=html&source=placeapi_v2","5","","",""
258,"吴裕泰茶莊","北京市朝阳区金盏乡金盏嘉园A区底商1号楼001","13901121375","购物;商铺","http://api.map.baidu.com/place/detail?uid=47326b4ddba7b5719ee32182&output=html&source=placeapi_v2","3","","5",""
259,"茗香春茶庄","北京市顺义区五百合商业楼4号2","","美食;茶座","http://api.map.baidu.com/place/detail?uid=1aa449dd4d9100ff471a3242&output=html&source=placeapi_v2","3","","",""
260,"福春香茶庄(顺义总经销)","义宾北区甲1-8号","(010)69433073","购物;商铺","http://api.map.baidu.com/place/detail?uid=16b3288fa714346b7bf796ed&output=html&source=placeapi_v2","4","","",""
