序号	名称	地址	标签	百度链接	电话	营业时间	总体评分	签到数
171	烟酒茶超市	翠微路4号院8号附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=d4034eb3eff0408bc03644d8&output=html&source=placeapi_v2				
172	通海烟酒茶	翠微路36号附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=a1508d64044b7f9093114c2a&output=html&source=placeapi_v2				
173	经纬烟酒茶	万寿路28号院2	购物;商铺	http://api.map.baidu.com/place/detail?uid=3884b7d754fa884295ca07d8&output=html&source=placeapi_v2				
174	烟酒茶销售	北京市海淀区太平路	购物;商铺	http://api.map.baidu.com/place/detail?uid=28ab898e5a2bd39c3ce23131&output=html&source=placeapi_v2				
175	烟酒茶超市	北京市石景山区玉泉路15号	购物	http://api.map.baidu.com/place/detail?uid=4c5acacb94b0b742306212b0&output=html&source=placeapi_v2				
176	烟酒茶超市	太平桥路44号	购物;商铺	http://api.map.baidu.com/place/detail?uid=39d43f82e284479fa9059da1&output=html&source=placeapi_v2			3	
177	亿宝烟酒茶	北京市丰台区莲怡园东路莲香园小区底商(近莲宝路)	购物;商铺	http://api.map.baidu.com/place/detail?uid=bcaebff8d4b3ed4dc9e33c2e&output=html&source=placeapi_v2				
178	烟酒茶超市	丰台区三环新城小区三号(汇丰家园西北)	购物;商铺	http://api.map.baidu.com/place/detail?uid=39d43f82786bcd86a8059d29&output=html&source=placeapi_v2				
179	烟酒茶专营	樊羊路69号院	购物;商铺	http://api.map.baidu.com/place/detail?uid=b288645771bc566aad080fb6&output=html&source=placeapi_v2				
180	烟酒茶超市	卢沟桥张仪村路甲22号鹏达置业大门口右侧	购物;商铺	http://api.map.baidu.com/place/detail?uid=25ec69fc7c7f3b00c26c143f&output=html&source=placeapi_v2				
181	丰信烟酒茶	大成里春园10号楼北侧	购物;商铺	http://api.map.baidu.com/place/detail?uid=4c39c24bffd35a39e8e582b9&output=html&source=placeapi_v2				
182	烟酒茶超市	卢沟桥街道程庄路甲一号	购物;商铺	http://api.map.baidu.com/place/detail?uid=ada0f41d06269f66100daa84&output=html&source=placeapi_v2				
183	商辉烟酒茶	芦花路32号附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=3a32241ff4e99f7a7f29bd43&output=html&source=placeapi_v2				
184	烟酒茶商贸	北京市大兴区	购物;商铺	http://api.map.baidu.com/place/detail?uid=4efb019cbd31381ded74f88b&output=html&source=placeapi_v2				
185	宏利烟酒茶	市场路117号	购物;商铺	http://api.map.baidu.com/place/detail?uid=0f31fdbe07ff45f7455726f6&output=html&source=placeapi_v2			0	
186	烟酒茶专营	丽园路	购物;商铺	http://api.map.baidu.com/place/detail?uid=c297dab263439269fda778f1&output=html&source=placeapi_v2				
187	烟酒茶专营	骏城小区南门	购物;商铺	http://api.map.baidu.com/place/detail?uid=dda440f3627b568754bffffc&output=html&source=placeapi_v2				
188	广盛精品烟酒茶	拱辰大街3号附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=28d9f5b235f34f88ebe58261&output=html&source=placeapi_v2				
189	德越烟酒茶	大窦路西50米	购物;商铺	http://api.map.baidu.com/place/detail?uid=ed79b60937015b6848cc4ab2&output=html&source=placeapi_v2				
190	烟酒茶超市	新东路70	购物;商铺	http://api.map.baidu.com/place/detail?uid=ff22fba223d0ae9bc7f50d8c&output=html&source=placeapi_v2				
191	烟酒茶专营	北京市怀柔区	购物	http://api.map.baidu.com/place/detail?uid=a25d72317699f74a0c0e6b1f&output=html&source=placeapi_v2				
192	烟酒茶超市	北京市昌平区	购物;商铺	http://api.map.baidu.com/place/detail?uid=cc753c38a517f9338e772737&output=html&source=placeapi_v2			0	
193	烟酒茶超市	鼓楼东街69号附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=251ffea8ab94adc25d17c373&output=html&source=placeapi_v2				
194	烟酒茶超市	北京市昌平区	购物;商铺	http://api.map.baidu.com/place/detail?uid=8a4e8d2c5e3b8bc197ec84d2&output=html&source=placeapi_v2			0	
195	鸿运烟酒茶	物资学院路15号	购物;商铺	http://api.map.baidu.com/place/detail?uid=ad5db2957d876958b7265561&output=html&source=placeapi_v2				
196	名优烟酒茶	新华西街131-13	购物;商铺	http://api.map.baidu.com/place/detail?uid=a8dd9d33ffd663730bf5eb44&output=html&source=placeapi_v2				
197	烟酒茶商城	新华街道新华西街44号楼	购物	http://api.map.baidu.com/place/detail?uid=20d33b715ba6114fa21de9ff&output=html&source=placeapi_v2				
198	烟酒茶专营	汇鸿家园旁	购物;商铺	http://api.map.baidu.com/place/detail?uid=12b3a26978025fa1f6c59c01&output=html&source=placeapi_v2			5	
199	阳光烟酒茶	孙河乡黄港村	购物;商铺	http://api.map.baidu.com/place/detail?uid=9b1873019dd19a9f7dc87637&output=html&source=placeapi_v2				
200	烟酒茶商行	汤立路201号	购物;商铺	http://api.map.baidu.com/place/detail?uid=207f4c3ec549fa8cc91b95e2&output=html&source=placeapi_v2				
201	鼎鼎烟酒茶	万客写字楼	购物;商铺	http://api.map.baidu.com/place/detail?uid=6ed3083a00b8a8ca2b3a9f5e&output=html&source=placeapi_v2			3	
202	烟酒茶超市	安慧里三区4-4号	购物;商铺	http://api.map.baidu.com/place/detail?uid=3b36e3dd39ba706978f796fc&output=html&source=placeapi_v2			5	
203	烟酒茶超市	朝阳区阜通东大街30号	购物;商铺	http://api.map.baidu.com/place/detail?uid=63f26ff829bb81e4eddfcad8&output=html&source=placeapi_v2				
204	烟酒茶超市	将台路311号	购物;商铺	http://api.map.baidu.com/place/detail?uid=20100faf389cb3b6593ac856&output=html&source=placeapi_v2			5	
205	烟酒茶超市	霄云路35号	购物;商铺	http://api.map.baidu.com/place/detail?uid=fa782e02e00f536dc27da269&output=html&source=placeapi_v2				
206	春水秋香茶	朝阳区双井桥西北侧(国贸桥向南约700米)富力城1层	购物	http://api.map.baidu.com/place/detail?uid=23cec6e7cb532af29fec2b45&output=html&source=placeapi_v2				
207	中国烟酒茶	龙翔路26附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=acd0265a00816ac4a4c75635&output=html&source=placeapi_v2				
208	湘赣烟酒茶	马甸南路2附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=95e403b64a804843bca8223a&output=html&source=placeapi_v2				
209	烟酒茶超市	北京市朝阳区朝阳门外大街吉庆里14号佳汇国际中心1层	购物;商铺	http://api.map.baidu.com/place/detail?uid=89c80ec9bae17e565d0d0209&output=html&source=placeapi_v2				
210	闲人道馆茶	西城区华远街置地星座一层15-1号	美食;茶座	http://api.map.baidu.com/place/detail?uid=1cea15a9474dfcdc07fef55f&output=html&source=placeapi_v2			4.6	
211	胖子烟酒茶	张采路附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=81adefa4781739ab882fb50d&output=html&source=placeapi_v2				
212	烟酒茶商城	新华南路208	购物;商铺	http://api.map.baidu.com/place/detail?uid=bdb43fe951727a70631c675d&output=html&source=placeapi_v2				
213	烟酒茶超市	翠屏北里11	购物;商铺	http://api.map.baidu.com/place/detail?uid=ec70a5880395f01bf4e73bad&output=html&source=placeapi_v2				
214	烟酒茶超市	五号井41号	购物;商铺	http://api.map.baidu.com/place/detail?uid=f757e6eee5e07817270bd0b2&output=html&source=placeapi_v2				
215	烟酒茶超市	金蝉里22号院1-2	购物;商铺	http://api.map.baidu.com/place/detail?uid=572a596a7e8c346c6c4760c8&output=html&source=placeapi_v2				
216	烟酒茶超市	北京市朝阳区	购物;商铺	http://api.map.baidu.com/place/detail?uid=85e6c3eaee80499b78f79626&output=html&source=placeapi_v2				
217	烟酒茶超市	博大路25号院13	购物;商铺	http://api.map.baidu.com/place/detail?uid=b533ea4a6519143c4f6d46cf&output=html&source=placeapi_v2				
218	烟酒茶超市	定安路1号	购物;商铺	http://api.map.baidu.com/place/detail?uid=704a6c308634425cb11e367f&output=html&source=placeapi_v2			5	
219	烟酒茶超市	西罗园北路2-8	购物;商铺	http://api.map.baidu.com/place/detail?uid=c34cae2307b90bd3ae080f6d&output=html&source=placeapi_v2				
220	兴隆烟酒茶	镇国寺北街4号院5	购物;商铺	http://api.map.baidu.com/place/detail?uid=850815e1e1e6e09b43e19229&output=html&source=placeapi_v2				
221	烟酒茶超市	亦庄景园北街2号院68号楼底商	购物;商铺	http://api.map.baidu.com/place/detail?uid=5300450b73d7762c9703197c&output=html&source=placeapi_v2				
222	烟酒茶商贸	旧宫镇旧忠路47号	购物;商铺	http://api.map.baidu.com/place/detail?uid=c4b186781b522328157643c4&output=html&source=placeapi_v2				
223	烟酒茶商贸	天华园西里10号楼	购物;商铺	http://api.map.baidu.com/place/detail?uid=2689f2c9a4e3c6bbb6f42fac&output=html&source=placeapi_v2				
224	烟酒茶超市	金安路15号(轮回旱冰广场西北)	购物;商铺	http://api.map.baidu.com/place/detail?uid=5381b1c60d67359d0ab93a99&output=html&source=placeapi_v2				
225	烟酒茶超市	金大路4号附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=2fd2beabeca481517adbd252&output=html&source=placeapi_v2				
226	烟酒茶超市	龙岗路35号	购物;商铺	http://api.map.baidu.com/place/detail?uid=04bdf4a3f7712731354aaec7&output=html&source=placeapi_v2				
227	烟酒茶超市	北京市海淀区	购物;商铺	http://api.map.baidu.com/place/detail?uid=114e041e7b8be3f397ca074c&output=html&source=placeapi_v2				
228	烟酒茶超市	东王庄11	购物;商铺	http://api.map.baidu.com/place/detail?uid=33004cdb444d1092220262fe&output=html&source=placeapi_v2				
229	烟酒茶专营	北京市海淀区	购物;商铺	http://api.map.baidu.com/place/detail?uid=01da624994a7a0342afc4815&output=html&source=placeapi_v2				
230	中国烟酒茶	德政路85	购物;商铺	http://api.map.baidu.com/place/detail?uid=133f6e4fb34d7f335e0d029c&output=html&source=placeapi_v2				
231	烟酒茶专营	科学院南路47	购物;商铺	http://api.map.baidu.com/place/detail?uid=57c37b84d222acc4b817e7ee&output=html&source=placeapi_v2				
232	烟酒茶超市	海淀区知春路114号(银网中心南)	购物;商铺	http://api.map.baidu.com/place/detail?uid=a917fef383db261a41d63e4c&output=html&source=placeapi_v2				
233	中国烟酒茶	西三环北路25号北侧	购物;商铺	http://api.map.baidu.com/place/detail?uid=43bdd95c7da56535b45f1ea0&output=html&source=placeapi_v2				
234	诚信烟酒茶	西四环北路69号	购物;商铺	http://api.map.baidu.com/place/detail?uid=3dc9befde43a196bbea24037&output=html&source=placeapi_v2				
235	烟酒茶销售	二七剧场路甲1	购物;商铺	http://api.map.baidu.com/place/detail?uid=5cb39a2a340b4bea246e98d4&output=html&source=placeapi_v2				
236	烟酒茶超市	北洼路18号	购物;商铺	http://api.map.baidu.com/place/detail?uid=9bf98f63ae3ecb060482c2fc&output=html&source=placeapi_v2				
237	信誉烟酒茶	万寿路西街1附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=8d96925c91331045c0f1cfa4&output=html&source=placeapi_v2			5	
238	诚信烟酒茶	八里庄路62号院2号楼底商	购物;商铺	http://api.map.baidu.com/place/detail?uid=f11276dc00b41fb33517dc95&output=html&source=placeapi_v2				
239	烟酒茶专营	杨庄东街28号院1	购物;商铺	http://api.map.baidu.com/place/detail?uid=e0ce454a0511ae88931fc9bc&output=html&source=placeapi_v2			0	
240	欧弟烟酒茶	石门路模式口南里9号楼	购物;商铺	http://api.map.baidu.com/place/detail?uid=d7fcd5d9e39c8fbbce04ef9d&output=html&source=placeapi_v2				
241	烟酒茶超市	北京市丰台区	购物	http://api.map.baidu.com/place/detail?uid=24d4b5fa1da54f0cfa42b26a&output=html&source=placeapi_v2				
242	华塔烟酒茶	丰台区正阳大街67号正阳大街同盛里3号楼底商	购物;商铺	http://api.map.baidu.com/place/detail?uid=70d838a0329c2cc049fd3f45&output=html&source=placeapi_v2				
243	紫毓峰烟酒茶	长辛店镇沙窝村141号张郭庄小区北站	购物;商铺	http://api.map.baidu.com/place/detail?uid=db7949b5dca7de0deee4a5cc&output=html&source=placeapi_v2				
244	烟酒茶超市	双高路153号	购物;商铺	http://api.map.baidu.com/place/detail?uid=ff1b0cab7c5acc152afc4832&output=html&source=placeapi_v2				
245	烟酒茶超市	宏旭路278号(月桂庄园西南)	购物;商铺	http://api.map.baidu.com/place/detail?uid=390bea2cff756e872ce67b34&output=html&source=placeapi_v2				
246	烟酒茶超市	大兴区兴政西里33号楼2单元102室	购物;商铺	http://api.map.baidu.com/place/detail?uid=d94560455cf5ca20e8e58273&output=html&source=placeapi_v2				
247	烟酒茶商贸	黄村西大街163	购物;商铺	http://api.map.baidu.com/place/detail?uid=f3e927d043b6a1080e3dda3b&output=html&source=placeapi_v2			0	
248	烟酒茶超市	良乡拱辰大街3号	购物;商铺	http://api.map.baidu.com/place/detail?uid=e169dbea491efafb95ca07a2&output=html&source=placeapi_v2				
249	烟酒茶商城	新平东路1-5	购物;商铺	http://api.map.baidu.com/place/detail?uid=94b19cf746b839785d0d025c&output=html&source=placeapi_v2				
250	烟酒茶超市	新平北路1号院3	购物;商铺	http://api.map.baidu.com/place/detail?uid=8cd9a118011c7f7bc8213dbf&output=html&source=placeapi_v2				
251	烟酒茶商城	近郊西外环	购物;商铺	http://api.map.baidu.com/place/detail?uid=0af728921b1429883913fd42&output=html&source=placeapi_v2				
252	烟酒茶超市	鼓楼东大街20号	购物;商铺	http://api.map.baidu.com/place/detail?uid=0adce3e24280b86081a00c86&output=html&source=placeapi_v2				
253	圣达烟酒茶	怀柔区迎宾路81附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=59f717e0e1e1cdd5cb2915ef&output=html&source=placeapi_v2				
254	烟酒茶超市	沙顺路79号	购物;商铺	http://api.map.baidu.com/place/detail?uid=b533ea4a43823a3c4f6d4650&output=html&source=placeapi_v2				
255	烟酒茶超市	北京市昌平区	购物;商铺	http://api.map.baidu.com/place/detail?uid=c454ddc403ab4173c03644fc&output=html&source=placeapi_v2				
256	烟酒茶超市	北京市昌平区昌盛路	购物;商铺	http://api.map.baidu.com/place/detail?uid=c403f963e531626c9d9d68e1&output=html&source=placeapi_v2				
257	烟酒茶超市	二拨子商业街临1号-47	购物;商铺	http://api.map.baidu.com/place/detail?uid=825f514523c51d49acb22afb&output=html&source=placeapi_v2				
258	感恩烟酒茶	北京市昌平区	购物;商铺	http://api.map.baidu.com/place/detail?uid=38370fca1da8913f9cf779a2&output=html&source=placeapi_v2				
259	烟酒茶超市	天竺镇天竺家园17号	购物;商铺	http://api.map.baidu.com/place/detail?uid=bac92f07b2b8a87efe0eb02c&output=html&source=placeapi_v2				
260	华强烟酒茶	永顺镇潞苑南大街238号	购物;商铺	http://api.map.baidu.com/place/detail?uid=5880e150181ea2c7d7851fd1&output=html&source=placeapi_v2				
261	烟酒茶超市	北京市朝阳区	购物;商铺	http://api.map.baidu.com/place/detail?uid=7a26f70fe2d1f18a9f09f764&output=html&source=placeapi_v2				
262	烟酒茶超市	常营南路50号院11号	购物;商铺	http://api.map.baidu.com/place/detail?uid=7091284d3aefb1f0b35c6a38&output=html&source=placeapi_v2				
263	烟酒茶直销	北京市朝阳区朝阳路辅路	购物;商铺	http://api.map.baidu.com/place/detail?uid=a5097bfa443c391ef03cbadc&output=html&source=placeapi_v2				
264	烟酒茶超市	南沙滩38号楼底商	购物;商铺	http://api.map.baidu.com/place/detail?uid=39d43f8239918cfba8059d5e&output=html&source=placeapi_v2				
265	烟酒茶超市	朝阳区百子湾路29号	购物;商铺	http://api.map.baidu.com/place/detail?uid=981d7d4b66586c5d4bcc4a60&output=html&source=placeapi_v2				
266	烟酒茶超市	朝阳区团结湖路甲23号附近	购物	http://api.map.baidu.com/place/detail?uid=53e372fe1f44cfec04026fbd&output=html&source=placeapi_v2			5	
267	烟酒茶销售	北京市东城区	购物;商铺	http://api.map.baidu.com/place/detail?uid=2c3141c6840686b72afc4803&output=html&source=placeapi_v2				
268	烟酒茶超市	交道口南大街82号	购物;商铺	http://api.map.baidu.com/place/detail?uid=3dc9befd8e4e7716bea240c4&output=html&source=placeapi_v2				
269	烟酒茶超市	北京市东城区南竹杆胡同27号	购物;商铺	http://api.map.baidu.com/place/detail?uid=2eb477049825a4e47f29bd00&output=html&source=placeapi_v2				
270	烟酒茶经营	北京市西城区京畿道5-2号辟才便民商场华艺伦店1层	购物	http://api.map.baidu.com/place/detail?uid=832869a9b93cab39f503b8b9&output=html&source=placeapi_v2				
271	烟酒茶商城	云景东路69	购物;商铺	http://api.map.baidu.com/place/detail?uid=cb2ae08df2272776c92915a9&output=html&source=placeapi_v2				
272	烟酒茶超市	九棵树西路116号旗舰凯旋北门1楼		http://api.map.baidu.com/place/detail?uid=1bf85b25dd5742bda0a934eb&output=html&source=placeapi_v2			4	
273	华强烟酒茶	果园地铁对面苏宁电器旁边(近通朝大街)	购物;商铺	http://api.map.baidu.com/place/detail?uid=430d2c35b24bb6ae1894c669&output=html&source=placeapi_v2			4.5	
274	烟酒茶超市	北京市通州区嘉创二路	购物;商铺	http://api.map.baidu.com/place/detail?uid=a1d992ef360ff8b7f7b9166f&output=html&source=placeapi_v2				
275	烟酒茶超市	北京市通州区玉江家园2	购物;商铺	http://api.map.baidu.com/place/detail?uid=43b7e88991c6456a58f6be63&output=html&source=placeapi_v2				
276	昊羽烟酒茶	史村路与漷马路交叉口东100米	购物;商铺	http://api.map.baidu.com/place/detail?uid=204ea8326a9f48cd2ce67bde&output=html&source=placeapi_v2				
277	烟酒茶超市	北京市通州区	购物;商铺	http://api.map.baidu.com/place/detail?uid=1723861eae7366a69c82ea59&output=html&source=placeapi_v2			0	
278	烟酒茶超市	北京市丰台区周家庄路	购物;商铺	http://api.map.baidu.com/place/detail?uid=0ba338ab1d71c3ab0869d910&output=html&source=placeapi_v2				
279	烟酒茶超市	小康家园2号楼底商(阿文造型旁，三羊康盛宾馆旁)	购物;商铺	http://api.map.baidu.com/place/detail?uid=07f3c8b5efe78b636340a999&output=html&source=placeapi_v2			4	
280	烟酒茶超市	北京市朝阳区	购物;商铺	http://api.map.baidu.com/place/detail?uid=d5c4c2958031698388b98802&output=html&source=placeapi_v2				
281	烟酒茶超市	宋庄路甲12号院4楼临1号	购物;商铺	http://api.map.baidu.com/place/detail?uid=ca3d20e6e9d42b4642ab9aad&output=html&source=placeapi_v2				
282	烟酒茶超市	北京市丰台区贾家花园6号楼5单元2	购物;商铺	http://api.map.baidu.com/place/detail?uid=c7f4328fdf9fd3d328b97cc6&output=html&source=placeapi_v2				
283	烟酒茶超市	北京市丰台区成寿寺31号2号楼底商5号	购物;商铺	http://api.map.baidu.com/place/detail?uid=59c3db0ed3aa126b9703198f&output=html&source=placeapi_v2				
284	烟酒茶超市	旧宫东路中复电讯旁	购物;商铺	http://api.map.baidu.com/place/detail?uid=03c33808eec24cbdf11937f4&output=html&source=placeapi_v2				
285	烟酒茶商行	富源里3号	购物;商铺	http://api.map.baidu.com/place/detail?uid=5dbb770b10a443bc6fa3ccbd&output=html&source=placeapi_v2				
286	烟酒茶超市	北京市大兴区	购物;商铺	http://api.map.baidu.com/place/detail?uid=e349421c8103c9454002455c&output=html&source=placeapi_v2			0	
287	烟酒茶专营	北京市海淀区	购物	http://api.map.baidu.com/place/detail?uid=b83716dc1e1771f02806cef5&output=html&source=placeapi_v2				
288	大益普洱茶	清河小营西橡树湾小区2期底商2-1	购物;商铺	http://api.map.baidu.com/place/detail?uid=efe1a0fbfaf100884002454a&output=html&source=placeapi_v2			5	
289	鑫兴烟酒茶	马连洼北路59号	购物;商铺	http://api.map.baidu.com/place/detail?uid=268815d6ff4dc3b543afe6b3&output=html&source=placeapi_v2				
290	烟酒茶专营	成府路临时138	购物;商铺	http://api.map.baidu.com/place/detail?uid=f74b27130e3794b0047ce876&output=html&source=placeapi_v2				
291	烟酒茶专营	总参谋部总医院北门汇丰公寓	购物	http://api.map.baidu.com/place/detail?uid=4ebff3f1bedc9278e812e439&output=html&source=placeapi_v2				
292	烟酒茶超市	北京市海淀区	购物;商铺	http://api.map.baidu.com/place/detail?uid=d6df91c1b2faf26af7b9167b&output=html&source=placeapi_v2				
293	烟酒茶超市	北京市海淀区	购物;商铺	http://api.map.baidu.com/place/detail?uid=eb856d4332b20c1feedfca1d&output=html&source=placeapi_v2				
294	烟酒茶超市	北京市海淀区	购物;商铺	http://api.map.baidu.com/place/detail?uid=7330cbd9f127d975593ac8c0&output=html&source=placeapi_v2				
295	烟酒茶销售	蓝靛厂观山园5-7号附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=cfa30cc124cb7c8c8d1a895d&output=html&source=placeapi_v2				
296	中国烟酒茶	西三环北路1-9	购物;商铺	http://api.map.baidu.com/place/detail?uid=c454825e9adcbe6e3fe2319d&output=html&source=placeapi_v2				
297	烟酒茶超市	三义庙北区1	购物;商铺	http://api.map.baidu.com/place/detail?uid=c66983c16270e466f4b91617&output=html&source=placeapi_v2				
298	烟酒茶超市	北京市海淀区紫竹院路116号嘉豪国际中心A座1层	购物;商铺	http://api.map.baidu.com/place/detail?uid=6f36da7ad111738d7ab55cae&output=html&source=placeapi_v2				
299	烟酒茶超市	二七剧场路13号(近南礼士路头条)	购物;商铺	http://api.map.baidu.com/place/detail?uid=d920552a81b0de047dc876ae&output=html&source=placeapi_v2			3	
300	烟酒茶超市	北京市海淀区	购物;商铺	http://api.map.baidu.com/place/detail?uid=e2ff16c4d63d7a1b4d6d466a&output=html&source=placeapi_v2				
301	烟酒茶超市	八宝庄133号	购物;商铺	http://api.map.baidu.com/place/detail?uid=0dc3d82d4bd9b06c75e5b657&output=html&source=placeapi_v2				
302	烟酒茶超市	北京市海淀区	购物;商铺	http://api.map.baidu.com/place/detail?uid=56e88cba06f38c65a4c7565d&output=html&source=placeapi_v2				
303	恒达烟酒茶	北京市海淀区	购物;商铺	http://api.map.baidu.com/place/detail?uid=687b663a16c50374eb1e9770&output=html&source=placeapi_v2				
304	烟酒茶超市	北京市石景山区西井路	购物;商铺	http://api.map.baidu.com/place/detail?uid=352ccc51d8860edaa11de9f2&output=html&source=placeapi_v2				
305	天诚烟酒茶	右安门外大街玉林东里	购物;商铺	http://api.map.baidu.com/place/detail?uid=b703e96b4698b3fa8f1a8929&output=html&source=placeapi_v2				
306	烟酒茶超市	北京市丰台区万丰路15-4	购物;商铺	http://api.map.baidu.com/place/detail?uid=c040205ce20af69cd1f49eb4&output=html&source=placeapi_v2				
307	烟酒茶超市	望园路9-1	购物;商铺	http://api.map.baidu.com/place/detail?uid=6619426c8e58af419122e015&output=html&source=placeapi_v2				
308	烟酒茶专营	北京市丰台区正阳小区3号楼	购物;商铺	http://api.map.baidu.com/place/detail?uid=ff24f05eee72ed6e79dbd2af&output=html&source=placeapi_v2				
309	烟酒茶超市	北京市丰台区	购物;超市	http://api.map.baidu.com/place/detail?uid=f1eede60c2625a9c0e0e6ba9&output=html&source=placeapi_v2				
310	烟酒茶超市	北京市大兴区	购物;商铺	http://api.map.baidu.com/place/detail?uid=1f5110dc4f272d982806ce8e&output=html&source=placeapi_v2				
311	富源烟酒茶	兴丰	购物;商铺	http://api.map.baidu.com/place/detail?uid=ffd6d40315071ff217b54b2b&output=html&source=placeapi_v2				
312	烟酒茶超市	苏庄二里甲14	购物;商铺	http://api.map.baidu.com/place/detail?uid=1a8f215a31cb304fb45f1ecc&output=html&source=placeapi_v2				
313	祥全烟酒茶	北潞冠1-15号	购物;商铺	http://api.map.baidu.com/place/detail?uid=f696f3c2de965d961b11d531&output=html&source=placeapi_v2			5	
314	望京烟酒茶	北京市朝阳区利泽西园209号望馨商业中心1层	购物;商铺	http://api.map.baidu.com/place/detail?uid=0135ffc68b9867bfc2f1cf41&output=html&source=placeapi_v2				
315	烟酒茶超市	北京市朝阳区	购物;商铺	http://api.map.baidu.com/place/detail?uid=5aaffd58518e6a3382a12e4d&output=html&source=placeapi_v2				
316	烟酒茶商行	建国门外大街16号	购物;商铺	http://api.map.baidu.com/place/detail?uid=d7ec9823d074e56f8bb9882f&output=html&source=placeapi_v2				
317	烟酒茶超市	北京市大兴区	购物;商铺	http://api.map.baidu.com/place/detail?uid=bb0ea7bdd03c56ea8a36ee38&output=html&source=placeapi_v2				
318	艳阳天烟酒茶	上庄镇上庄家园小区西区底商	购物;商铺	http://api.map.baidu.com/place/detail?uid=8cba4bb0f0a50187ad045761&output=html&source=placeapi_v2			4	
319	晟昊鼎烟酒茶	南皋路京旺家园小区2区	购物;商铺	http://api.map.baidu.com/place/detail?uid=6e9900d70fbb22c52b06ceec&output=html&source=placeapi_v2				
320	恒香阁烟酒茶	北京市朝阳区朝外大街甲６号万通中心B1层	购物;商铺	http://api.map.baidu.com/place/detail?uid=ea13f1a6f36342dd1d1d1149&output=html&source=placeapi_v2				
321	五粮液烟酒茶	龙翔路12附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=de21fb1ea9e809f87369d30a&output=html&source=placeapi_v2				
322	每天美烟酒茶	白桥大街10号楼	购物;商铺	http://api.map.baidu.com/place/detail?uid=983ef538a5653c3026e0a0c2&output=html&source=placeapi_v2				
323	烟酒茶超市	北京市丰台区横七条16号院1	购物;商铺	http://api.map.baidu.com/place/detail?uid=6578fd4f1e25497111293597&output=html&source=placeapi_v2				
324	烟酒茶销售部	苏州街3号大河庄苑4号楼4幢0101号旁	购物;商铺	http://api.map.baidu.com/place/detail?uid=373cf757dc1d786d4354d7ef&output=html&source=placeapi_v2			3	
325	老尖庄烟酒茶	北洼路西里十九号海萌写字楼	购物;商铺	http://api.map.baidu.com/place/detail?uid=289902c8b3e175c65fbe86a2&output=html&source=placeapi_v2			3	
326	福顺利达酒行烟酒茶	长安小区1-18号	购物;商铺	http://api.map.baidu.com/place/detail?uid=8719d13f2beacf5eb0077da9&output=html&source=placeapi_v2			1	
327	德荣顺烟酒茶	杨镇	购物;商铺	http://api.map.baidu.com/place/detail?uid=5dfa1c81fb74539814b54b7e&output=html&source=placeapi_v2				
328	东关发烟酒茶	故城东路39	购物;商铺	http://api.map.baidu.com/place/detail?uid=0f09d38cc0feec7c100daa59&output=html&source=placeapi_v2				
329	茗香茶	北苑路166号风格派105(小区内)	购物;商铺	http://api.map.baidu.com/place/detail?uid=c38c82867b80656b6f3e1bcf&output=html&source=placeapi_v2				
330	松华乐烟酒茶	朝阳区呼家楼北街5号楼	购物;商铺	http://api.map.baidu.com/place/detail?uid=c6d14ab39bb361218605bf80&output=html&source=placeapi_v2				
331	泰丰楼烟酒茶	前门西大街2号楼秦丰楼旁	购物;商铺	http://api.map.baidu.com/place/detail?uid=d666fe950d155b1662685811&output=html&source=placeapi_v2				
332	天天顺烟酒茶	黑庄户定辛庄村定东商业街甲11号	购物;商铺	http://api.map.baidu.com/place/detail?uid=8b7b08595686aa80a0acc4f0&output=html&source=placeapi_v2				
333	老尖庄烟酒茶	永定路乙1号院2号	购物;商铺	http://api.map.baidu.com/place/detail?uid=5a76ad31a0d63aad7369d338&output=html&source=placeapi_v2				
334	时勇吉烟酒茶	南菜园街乙1-4号(巴彦淖尔宾馆)	购物;商铺	http://api.map.baidu.com/place/detail?uid=52b63bd0eca2f4b38f55ec51&output=html&source=placeapi_v2				
335	27烟酒茶商贸	府学路25号	购物;商铺	http://api.map.baidu.com/place/detail?uid=a6f904307eee24d0ede4a5a5&output=html&source=placeapi_v2				
336	泰和安烟酒茶	政府街西路17-12号	购物;商铺	http://api.map.baidu.com/place/detail?uid=6f5c0d6666d2d2a1471a32a5&output=html&source=placeapi_v2				
337	君朋乐烟酒茶	北京市海淀区	购物;商铺	http://api.map.baidu.com/place/detail?uid=18d28ba6372c3b0229201a50&output=html&source=placeapi_v2			0	
338	太姥山咖啡&茶	东城区东总布胡同弘通巷4号太姥山国际商务酒店1楼(近川办)	美食;咖啡厅	http://api.map.baidu.com/place/detail?uid=2eeb1ccbb736f2db16c9059d&output=html&source=placeapi_v2			4.5	
