"序号","名称","地址","标签","百度链接","电话","营业时间","总体评分","签到数"
171,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=50bf419185c48feb1b94c69b&output=html&source=placeapi_v2","","","",""
172,"烟酒茶","北京市海淀区花园路10号","购物;商铺","http://api.map.baidu.com/place/detail?uid=67de9f1da37ef00f90114c9b&output=html&source=placeapi_v2","","","",""
173,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=8fde79cc016d22bc95ca0746&output=html&source=placeapi_v2","","","",""
174,"烟酒茶","北京市大兴区","购物;商铺","http://api.map.baidu.com/place/detail?uid=6dbcf0b74058c822e912e4bf&output=html&source=placeapi_v2","","","0",""
175,"烟酒茶","农大南路33号","购物;商铺","http://api.map.baidu.com/place/detail?uid=ebcff294de4f7e109a00506d&output=html&source=placeapi_v2","","","",""
176,"烟酒茶","北京市石景山区古城南路14栋1层","购物;商铺","http://api.map.baidu.com/place/detail?uid=37a8d9eea67ce8e688b9882f&output=html&source=placeapi_v2","","","",""
177,"烟酒茶","槐柏树街北里","购物","http://api.map.baidu.com/place/detail?uid=b22f2bccbceb7defbea2408a&output=html&source=placeapi_v2","","","5",""
178,"烟酒茶","北京市房山区","购物;商铺","http://api.map.baidu.com/place/detail?uid=7b3719b595b043da931fc93e&output=html&source=placeapi_v2","","","",""
179,"烟酒茶","鼓楼东大街17-13","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f7cfbfcd25d45e4a2046469&output=html&source=placeapi_v2","","","0",""
180,"烟酒茶","北京市昌平区","购物;商铺","http://api.map.baidu.com/place/detail?uid=2abd2b00ca21d1c8cf04efb7&output=html&source=placeapi_v2","","","",""
181,"茶","北京市通州区","购物","http://api.map.baidu.com/place/detail?uid=ab024cd7483a6319cae33c48&output=html&source=placeapi_v2","","","0",""
182,"茶","东城区永定门外大街景泰公园北侧","购物","http://api.map.baidu.com/place/detail?uid=dcd3cf6a85e65d50d5851f34&output=html&source=placeapi_v2","","","",""
183,"茶","北京市石景山区","美食;茶座","http://api.map.baidu.com/place/detail?uid=c552d52b5d8c1ecd940319a0&output=html&source=placeapi_v2","","","",""
184,"茶","北京市大兴区","购物","http://api.map.baidu.com/place/detail?uid=c3885ccdfa229270c72ba15d&output=html&source=placeapi_v2","","","",""
185,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","","","5",""
186,"茶","北京西城区铁树斜街81号","美食;茶座","http://api.map.baidu.com/place/detail?uid=48ee8fc388a13bbdca09f066&output=html&source=placeapi_v2","","","5",""
187,"茶","北京市朝阳区","美食;茶座","http://api.map.baidu.com/place/detail?uid=ed4a30e8ece3fdbb0ab93a55&output=html&source=placeapi_v2","","","",""
188,"烟酒茶","张凤路","购物;商铺","http://api.map.baidu.com/place/detail?uid=bf3f6ee6141125f095f08c0c&output=html&source=placeapi_v2","","","",""
189,"烟酒茶","长陵营B商12号","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa30d40a0603ba224207c1a5&output=html&source=placeapi_v2","","","",""
190,"烟酒茶","北京市海淀区","购物;商铺","http://api.map.baidu.com/place/detail?uid=b8b806c52010078a8bfc0628&output=html&source=placeapi_v2","","","",""
191,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=50bf419185c48feb1b94c69b&output=html&source=placeapi_v2","","","",""
192,"烟酒茶","北京市海淀区花园路10号","购物;商铺","http://api.map.baidu.com/place/detail?uid=67de9f1da37ef00f90114c9b&output=html&source=placeapi_v2","","","",""
193,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=8fde79cc016d22bc95ca0746&output=html&source=placeapi_v2","","","",""
194,"烟酒茶","北京市大兴区","购物;商铺","http://api.map.baidu.com/place/detail?uid=6dbcf0b74058c822e912e4bf&output=html&source=placeapi_v2","","","0",""
195,"烟酒茶","农大南路33号","购物;商铺","http://api.map.baidu.com/place/detail?uid=ebcff294de4f7e109a00506d&output=html&source=placeapi_v2","","","",""
196,"烟酒茶","北京市石景山区古城南路14栋1层","购物;商铺","http://api.map.baidu.com/place/detail?uid=37a8d9eea67ce8e688b9882f&output=html&source=placeapi_v2","","","",""
197,"烟酒茶","槐柏树街北里","购物","http://api.map.baidu.com/place/detail?uid=b22f2bccbceb7defbea2408a&output=html&source=placeapi_v2","","","5",""
198,"烟酒茶","北京市房山区","购物;商铺","http://api.map.baidu.com/place/detail?uid=7b3719b595b043da931fc93e&output=html&source=placeapi_v2","","","",""
199,"烟酒茶","鼓楼东大街17-13","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f7cfbfcd25d45e4a2046469&output=html&source=placeapi_v2","","","0",""
200,"烟酒茶","北京市昌平区","购物;商铺","http://api.map.baidu.com/place/detail?uid=2abd2b00ca21d1c8cf04efb7&output=html&source=placeapi_v2","","","",""
201,"茶","北京市通州区","购物","http://api.map.baidu.com/place/detail?uid=ab024cd7483a6319cae33c48&output=html&source=placeapi_v2","","","0",""
202,"茶","东城区永定门外大街景泰公园北侧","购物","http://api.map.baidu.com/place/detail?uid=dcd3cf6a85e65d50d5851f34&output=html&source=placeapi_v2","","","",""
203,"茶","北京市石景山区","美食;茶座","http://api.map.baidu.com/place/detail?uid=c552d52b5d8c1ecd940319a0&output=html&source=placeapi_v2","","","",""
204,"茶","北京市大兴区","购物","http://api.map.baidu.com/place/detail?uid=c3885ccdfa229270c72ba15d&output=html&source=placeapi_v2","","","",""
205,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","","","5",""
206,"茶","北京西城区铁树斜街81号","美食;茶座","http://api.map.baidu.com/place/detail?uid=48ee8fc388a13bbdca09f066&output=html&source=placeapi_v2","","","5",""
207,"茶","北京市朝阳区","美食;茶座","http://api.map.baidu.com/place/detail?uid=ed4a30e8ece3fdbb0ab93a55&output=html&source=placeapi_v2","","","",""
208,"烟酒茶","张凤路","购物;商铺","http://api.map.baidu.com/place/detail?uid=bf3f6ee6141125f095f08c0c&output=html&source=placeapi_v2","","","",""
209,"烟酒茶","长陵营B商12号","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa30d40a0603ba224207c1a5&output=html&source=placeapi_v2","","","",""
210,"烟酒茶","北京市海淀区","购物;商铺","http://api.map.baidu.com/place/detail?uid=b8b806c52010078a8bfc0628&output=html&source=placeapi_v2","","","",""
211,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=50bf419185c48feb1b94c69b&output=html&source=placeapi_v2","","","",""
212,"烟酒茶","北京市海淀区花园路10号","购物;商铺","http://api.map.baidu.com/place/detail?uid=67de9f1da37ef00f90114c9b&output=html&source=placeapi_v2","","","",""
213,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=8fde79cc016d22bc95ca0746&output=html&source=placeapi_v2","","","",""
214,"烟酒茶","北京市大兴区","购物;商铺","http://api.map.baidu.com/place/detail?uid=6dbcf0b74058c822e912e4bf&output=html&source=placeapi_v2","","","0",""
215,"烟酒茶","农大南路33号","购物;商铺","http://api.map.baidu.com/place/detail?uid=ebcff294de4f7e109a00506d&output=html&source=placeapi_v2","","","",""
216,"烟酒茶","北京市石景山区古城南路14栋1层","购物;商铺","http://api.map.baidu.com/place/detail?uid=37a8d9eea67ce8e688b9882f&output=html&source=placeapi_v2","","","",""
217,"烟酒茶","槐柏树街北里","购物","http://api.map.baidu.com/place/detail?uid=b22f2bccbceb7defbea2408a&output=html&source=placeapi_v2","","","5",""
218,"烟酒茶","北京市房山区","购物;商铺","http://api.map.baidu.com/place/detail?uid=7b3719b595b043da931fc93e&output=html&source=placeapi_v2","","","",""
219,"烟酒茶","鼓楼东大街17-13","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f7cfbfcd25d45e4a2046469&output=html&source=placeapi_v2","","","0",""
220,"烟酒茶","北京市昌平区","购物;商铺","http://api.map.baidu.com/place/detail?uid=2abd2b00ca21d1c8cf04efb7&output=html&source=placeapi_v2","","","",""
221,"茶","北京市通州区","购物","http://api.map.baidu.com/place/detail?uid=ab024cd7483a6319cae33c48&output=html&source=placeapi_v2","","","0",""
222,"茶","东城区永定门外大街景泰公园北侧","购物","http://api.map.baidu.com/place/detail?uid=dcd3cf6a85e65d50d5851f34&output=html&source=placeapi_v2","","","",""
223,"茶","北京市石景山区","美食;茶座","http://api.map.baidu.com/place/detail?uid=c552d52b5d8c1ecd940319a0&output=html&source=placeapi_v2","","","",""
224,"茶","北京市大兴区","购物","http://api.map.baidu.com/place/detail?uid=c3885ccdfa229270c72ba15d&output=html&source=placeapi_v2","","","",""
225,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","","","5",""
226,"茶","北京西城区铁树斜街81号","美食;茶座","http://api.map.baidu.com/place/detail?uid=48ee8fc388a13bbdca09f066&output=html&source=placeapi_v2","","","5",""
227,"茶","北京市朝阳区","美食;茶座","http://api.map.baidu.com/place/detail?uid=ed4a30e8ece3fdbb0ab93a55&output=html&source=placeapi_v2","","","",""
228,"烟酒茶","张凤路","购物;商铺","http://api.map.baidu.com/place/detail?uid=bf3f6ee6141125f095f08c0c&output=html&source=placeapi_v2","","","",""
229,"烟酒茶","长陵营B商12号","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa30d40a0603ba224207c1a5&output=html&source=placeapi_v2","","","",""
230,"烟酒茶","北京市海淀区","购物;商铺","http://api.map.baidu.com/place/detail?uid=b8b806c52010078a8bfc0628&output=html&source=placeapi_v2","","","",""
231,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=50bf419185c48feb1b94c69b&output=html&source=placeapi_v2","","","",""
232,"烟酒茶","北京市海淀区花园路10号","购物;商铺","http://api.map.baidu.com/place/detail?uid=67de9f1da37ef00f90114c9b&output=html&source=placeapi_v2","","","",""
233,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=8fde79cc016d22bc95ca0746&output=html&source=placeapi_v2","","","",""
234,"烟酒茶","北京市大兴区","购物;商铺","http://api.map.baidu.com/place/detail?uid=6dbcf0b74058c822e912e4bf&output=html&source=placeapi_v2","","","0",""
235,"烟酒茶","农大南路33号","购物;商铺","http://api.map.baidu.com/place/detail?uid=ebcff294de4f7e109a00506d&output=html&source=placeapi_v2","","","",""
236,"烟酒茶","北京市石景山区古城南路14栋1层","购物;商铺","http://api.map.baidu.com/place/detail?uid=37a8d9eea67ce8e688b9882f&output=html&source=placeapi_v2","","","",""
237,"烟酒茶","槐柏树街北里","购物","http://api.map.baidu.com/place/detail?uid=b22f2bccbceb7defbea2408a&output=html&source=placeapi_v2","","","5",""
238,"烟酒茶","北京市房山区","购物;商铺","http://api.map.baidu.com/place/detail?uid=7b3719b595b043da931fc93e&output=html&source=placeapi_v2","","","",""
239,"烟酒茶","鼓楼东大街17-13","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f7cfbfcd25d45e4a2046469&output=html&source=placeapi_v2","","","0",""
240,"烟酒茶","北京市昌平区","购物;商铺","http://api.map.baidu.com/place/detail?uid=2abd2b00ca21d1c8cf04efb7&output=html&source=placeapi_v2","","","",""
241,"茶","北京市通州区","购物","http://api.map.baidu.com/place/detail?uid=ab024cd7483a6319cae33c48&output=html&source=placeapi_v2","","","0",""
242,"茶","东城区永定门外大街景泰公园北侧","购物","http://api.map.baidu.com/place/detail?uid=dcd3cf6a85e65d50d5851f34&output=html&source=placeapi_v2","","","",""
243,"茶","北京市石景山区","美食;茶座","http://api.map.baidu.com/place/detail?uid=c552d52b5d8c1ecd940319a0&output=html&source=placeapi_v2","","","",""
244,"茶","北京市大兴区","购物","http://api.map.baidu.com/place/detail?uid=c3885ccdfa229270c72ba15d&output=html&source=placeapi_v2","","","",""
245,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","","","5",""
246,"茶","北京西城区铁树斜街81号","美食;茶座","http://api.map.baidu.com/place/detail?uid=48ee8fc388a13bbdca09f066&output=html&source=placeapi_v2","","","5",""
247,"茶","北京市朝阳区","美食;茶座","http://api.map.baidu.com/place/detail?uid=ed4a30e8ece3fdbb0ab93a55&output=html&source=placeapi_v2","","","",""
248,"烟酒茶","张凤路","购物;商铺","http://api.map.baidu.com/place/detail?uid=bf3f6ee6141125f095f08c0c&output=html&source=placeapi_v2","","","",""
249,"烟酒茶","长陵营B商12号","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa30d40a0603ba224207c1a5&output=html&source=placeapi_v2","","","",""
250,"烟酒茶","北京市海淀区","购物;商铺","http://api.map.baidu.com/place/detail?uid=b8b806c52010078a8bfc0628&output=html&source=placeapi_v2","","","",""
251,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=50bf419185c48feb1b94c69b&output=html&source=placeapi_v2","","","",""
252,"烟酒茶","北京市海淀区花园路10号","购物;商铺","http://api.map.baidu.com/place/detail?uid=67de9f1da37ef00f90114c9b&output=html&source=placeapi_v2","","","",""
253,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=8fde79cc016d22bc95ca0746&output=html&source=placeapi_v2","","","",""
254,"烟酒茶","北京市大兴区","购物;商铺","http://api.map.baidu.com/place/detail?uid=6dbcf0b74058c822e912e4bf&output=html&source=placeapi_v2","","","0",""
255,"烟酒茶","农大南路33号","购物;商铺","http://api.map.baidu.com/place/detail?uid=ebcff294de4f7e109a00506d&output=html&source=placeapi_v2","","","",""
256,"烟酒茶","北京市石景山区古城南路14栋1层","购物;商铺","http://api.map.baidu.com/place/detail?uid=37a8d9eea67ce8e688b9882f&output=html&source=placeapi_v2","","","",""
257,"烟酒茶","槐柏树街北里","购物","http://api.map.baidu.com/place/detail?uid=b22f2bccbceb7defbea2408a&output=html&source=placeapi_v2","","","5",""
258,"烟酒茶","北京市房山区","购物;商铺","http://api.map.baidu.com/place/detail?uid=7b3719b595b043da931fc93e&output=html&source=placeapi_v2","","","",""
259,"烟酒茶","鼓楼东大街17-13","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f7cfbfcd25d45e4a2046469&output=html&source=placeapi_v2","","","0",""
260,"烟酒茶","北京市昌平区","购物;商铺","http://api.map.baidu.com/place/detail?uid=2abd2b00ca21d1c8cf04efb7&output=html&source=placeapi_v2","","","",""
261,"茶","北京市通州区","购物","http://api.map.baidu.com/place/detail?uid=ab024cd7483a6319cae33c48&output=html&source=placeapi_v2","","","0",""
262,"茶","东城区永定门外大街景泰公园北侧","购物","http://api.map.baidu.com/place/detail?uid=dcd3cf6a85e65d50d5851f34&output=html&source=placeapi_v2","","","",""
263,"茶","北京市石景山区","美食;茶座","http://api.map.baidu.com/place/detail?uid=c552d52b5d8c1ecd940319a0&output=html&source=placeapi_v2","","","",""
264,"茶","北京市大兴区","购物","http://api.map.baidu.com/place/detail?uid=c3885ccdfa229270c72ba15d&output=html&source=placeapi_v2","","","",""
265,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","","","5",""
266,"茶","北京西城区铁树斜街81号","美食;茶座","http://api.map.baidu.com/place/detail?uid=48ee8fc388a13bbdca09f066&output=html&source=placeapi_v2","","","5",""
267,"茶","北京市朝阳区","美食;茶座","http://api.map.baidu.com/place/detail?uid=ed4a30e8ece3fdbb0ab93a55&output=html&source=placeapi_v2","","","",""
268,"烟酒茶","张凤路","购物;商铺","http://api.map.baidu.com/place/detail?uid=bf3f6ee6141125f095f08c0c&output=html&source=placeapi_v2","","","",""
269,"烟酒茶","长陵营B商12号","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa30d40a0603ba224207c1a5&output=html&source=placeapi_v2","","","",""
270,"烟酒茶","北京市海淀区","购物;商铺","http://api.map.baidu.com/place/detail?uid=b8b806c52010078a8bfc0628&output=html&source=placeapi_v2","","","",""
271,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=50bf419185c48feb1b94c69b&output=html&source=placeapi_v2","","","",""
272,"烟酒茶","北京市海淀区花园路10号","购物;商铺","http://api.map.baidu.com/place/detail?uid=67de9f1da37ef00f90114c9b&output=html&source=placeapi_v2","","","",""
273,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=8fde79cc016d22bc95ca0746&output=html&source=placeapi_v2","","","",""
274,"烟酒茶","北京市大兴区","购物;商铺","http://api.map.baidu.com/place/detail?uid=6dbcf0b74058c822e912e4bf&output=html&source=placeapi_v2","","","0",""
275,"烟酒茶","农大南路33号","购物;商铺","http://api.map.baidu.com/place/detail?uid=ebcff294de4f7e109a00506d&output=html&source=placeapi_v2","","","",""
276,"烟酒茶","北京市石景山区古城南路14栋1层","购物;商铺","http://api.map.baidu.com/place/detail?uid=37a8d9eea67ce8e688b9882f&output=html&source=placeapi_v2","","","",""
277,"烟酒茶","槐柏树街北里","购物","http://api.map.baidu.com/place/detail?uid=b22f2bccbceb7defbea2408a&output=html&source=placeapi_v2","","","5",""
278,"烟酒茶","北京市房山区","购物;商铺","http://api.map.baidu.com/place/detail?uid=7b3719b595b043da931fc93e&output=html&source=placeapi_v2","","","",""
279,"烟酒茶","鼓楼东大街17-13","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f7cfbfcd25d45e4a2046469&output=html&source=placeapi_v2","","","0",""
280,"烟酒茶","北京市昌平区","购物;商铺","http://api.map.baidu.com/place/detail?uid=2abd2b00ca21d1c8cf04efb7&output=html&source=placeapi_v2","","","",""
281,"茶","北京市通州区","购物","http://api.map.baidu.com/place/detail?uid=ab024cd7483a6319cae33c48&output=html&source=placeapi_v2","","","0",""
282,"茶","东城区永定门外大街景泰公园北侧","购物","http://api.map.baidu.com/place/detail?uid=dcd3cf6a85e65d50d5851f34&output=html&source=placeapi_v2","","","",""
283,"茶","北京市石景山区","美食;茶座","http://api.map.baidu.com/place/detail?uid=c552d52b5d8c1ecd940319a0&output=html&source=placeapi_v2","","","",""
284,"茶","北京市大兴区","购物","http://api.map.baidu.com/place/detail?uid=c3885ccdfa229270c72ba15d&output=html&source=placeapi_v2","","","",""
285,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","","","5",""
286,"茶","北京西城区铁树斜街81号","美食;茶座","http://api.map.baidu.com/place/detail?uid=48ee8fc388a13bbdca09f066&output=html&source=placeapi_v2","","","5",""
287,"茶","北京市朝阳区","美食;茶座","http://api.map.baidu.com/place/detail?uid=ed4a30e8ece3fdbb0ab93a55&output=html&source=placeapi_v2","","","",""
288,"烟酒茶","张凤路","购物;商铺","http://api.map.baidu.com/place/detail?uid=bf3f6ee6141125f095f08c0c&output=html&source=placeapi_v2","","","",""
289,"烟酒茶","长陵营B商12号","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa30d40a0603ba224207c1a5&output=html&source=placeapi_v2","","","",""
290,"烟酒茶","北京市海淀区","购物;商铺","http://api.map.baidu.com/place/detail?uid=b8b806c52010078a8bfc0628&output=html&source=placeapi_v2","","","",""
291,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=50bf419185c48feb1b94c69b&output=html&source=placeapi_v2","","","",""
292,"烟酒茶","北京市海淀区花园路10号","购物;商铺","http://api.map.baidu.com/place/detail?uid=67de9f1da37ef00f90114c9b&output=html&source=placeapi_v2","","","",""
293,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=8fde79cc016d22bc95ca0746&output=html&source=placeapi_v2","","","",""
294,"烟酒茶","北京市大兴区","购物;商铺","http://api.map.baidu.com/place/detail?uid=6dbcf0b74058c822e912e4bf&output=html&source=placeapi_v2","","","0",""
295,"烟酒茶","农大南路33号","购物;商铺","http://api.map.baidu.com/place/detail?uid=ebcff294de4f7e109a00506d&output=html&source=placeapi_v2","","","",""
296,"烟酒茶","北京市石景山区古城南路14栋1层","购物;商铺","http://api.map.baidu.com/place/detail?uid=37a8d9eea67ce8e688b9882f&output=html&source=placeapi_v2","","","",""
297,"烟酒茶","槐柏树街北里","购物","http://api.map.baidu.com/place/detail?uid=b22f2bccbceb7defbea2408a&output=html&source=placeapi_v2","","","5",""
298,"烟酒茶","北京市房山区","购物;商铺","http://api.map.baidu.com/place/detail?uid=7b3719b595b043da931fc93e&output=html&source=placeapi_v2","","","",""
299,"烟酒茶","鼓楼东大街17-13","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f7cfbfcd25d45e4a2046469&output=html&source=placeapi_v2","","","0",""
300,"烟酒茶","北京市昌平区","购物;商铺","http://api.map.baidu.com/place/detail?uid=2abd2b00ca21d1c8cf04efb7&output=html&source=placeapi_v2","","","",""
301,"茶","北京市通州区","购物","http://api.map.baidu.com/place/detail?uid=ab024cd7483a6319cae33c48&output=html&source=placeapi_v2","","","0",""
302,"茶","东城区永定门外大街景泰公园北侧","购物","http://api.map.baidu.com/place/detail?uid=dcd3cf6a85e65d50d5851f34&output=html&source=placeapi_v2","","","",""
303,"茶","北京市石景山区","美食;茶座","http://api.map.baidu.com/place/detail?uid=c552d52b5d8c1ecd940319a0&output=html&source=placeapi_v2","","","",""
304,"茶","北京市大兴区","购物","http://api.map.baidu.com/place/detail?uid=c3885ccdfa229270c72ba15d&output=html&source=placeapi_v2","","","",""
305,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","","","5",""
306,"茶","北京西城区铁树斜街81号","美食;茶座","http://api.map.baidu.com/place/detail?uid=48ee8fc388a13bbdca09f066&output=html&source=placeapi_v2","","","5",""
307,"茶","北京市朝阳区","美食;茶座","http://api.map.baidu.com/place/detail?uid=ed4a30e8ece3fdbb0ab93a55&output=html&source=placeapi_v2","","","",""
308,"烟酒茶","张凤路","购物;商铺","http://api.map.baidu.com/place/detail?uid=bf3f6ee6141125f095f08c0c&output=html&source=placeapi_v2","","","",""
309,"烟酒茶","长陵营B商12号","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa30d40a0603ba224207c1a5&output=html&source=placeapi_v2","","","",""
310,"烟酒茶","北京市海淀区","购物;商铺","http://api.map.baidu.com/place/detail?uid=b8b806c52010078a8bfc0628&output=html&source=placeapi_v2","","","",""
311,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=50bf419185c48feb1b94c69b&output=html&source=placeapi_v2","","","",""
312,"烟酒茶","北京市海淀区花园路10号","购物;商铺","http://api.map.baidu.com/place/detail?uid=67de9f1da37ef00f90114c9b&output=html&source=placeapi_v2","","","",""
313,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=8fde79cc016d22bc95ca0746&output=html&source=placeapi_v2","","","",""
314,"烟酒茶","北京市大兴区","购物;商铺","http://api.map.baidu.com/place/detail?uid=6dbcf0b74058c822e912e4bf&output=html&source=placeapi_v2","","","0",""
315,"烟酒茶","农大南路33号","购物;商铺","http://api.map.baidu.com/place/detail?uid=ebcff294de4f7e109a00506d&output=html&source=placeapi_v2","","","",""
316,"烟酒茶","北京市石景山区古城南路14栋1层","购物;商铺","http://api.map.baidu.com/place/detail?uid=37a8d9eea67ce8e688b9882f&output=html&source=placeapi_v2","","","",""
317,"烟酒茶","槐柏树街北里","购物","http://api.map.baidu.com/place/detail?uid=b22f2bccbceb7defbea2408a&output=html&source=placeapi_v2","","","5",""
318,"烟酒茶","北京市房山区","购物;商铺","http://api.map.baidu.com/place/detail?uid=7b3719b595b043da931fc93e&output=html&source=placeapi_v2","","","",""
319,"烟酒茶","鼓楼东大街17-13","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f7cfbfcd25d45e4a2046469&output=html&source=placeapi_v2","","","0",""
320,"烟酒茶","北京市昌平区","购物;商铺","http://api.map.baidu.com/place/detail?uid=2abd2b00ca21d1c8cf04efb7&output=html&source=placeapi_v2","","","",""
321,"茶","北京市通州区","购物","http://api.map.baidu.com/place/detail?uid=ab024cd7483a6319cae33c48&output=html&source=placeapi_v2","","","0",""
322,"茶","东城区永定门外大街景泰公园北侧","购物","http://api.map.baidu.com/place/detail?uid=dcd3cf6a85e65d50d5851f34&output=html&source=placeapi_v2","","","",""
323,"茶","北京市石景山区","美食;茶座","http://api.map.baidu.com/place/detail?uid=c552d52b5d8c1ecd940319a0&output=html&source=placeapi_v2","","","",""
324,"茶","北京市大兴区","购物","http://api.map.baidu.com/place/detail?uid=c3885ccdfa229270c72ba15d&output=html&source=placeapi_v2","","","",""
325,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","","","5",""
326,"茶","北京西城区铁树斜街81号","美食;茶座","http://api.map.baidu.com/place/detail?uid=48ee8fc388a13bbdca09f066&output=html&source=placeapi_v2","","","5",""
327,"茶","北京市朝阳区","美食;茶座","http://api.map.baidu.com/place/detail?uid=ed4a30e8ece3fdbb0ab93a55&output=html&source=placeapi_v2","","","",""
328,"烟酒茶","张凤路","购物;商铺","http://api.map.baidu.com/place/detail?uid=bf3f6ee6141125f095f08c0c&output=html&source=placeapi_v2","","","",""
329,"烟酒茶","长陵营B商12号","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa30d40a0603ba224207c1a5&output=html&source=placeapi_v2","","","",""
330,"烟酒茶","北京市海淀区","购物;商铺","http://api.map.baidu.com/place/detail?uid=b8b806c52010078a8bfc0628&output=html&source=placeapi_v2","","","",""
331,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=50bf419185c48feb1b94c69b&output=html&source=placeapi_v2","","","",""
332,"烟酒茶","北京市海淀区花园路10号","购物;商铺","http://api.map.baidu.com/place/detail?uid=67de9f1da37ef00f90114c9b&output=html&source=placeapi_v2","","","",""
333,"烟酒茶","北京市朝阳区","购物;商铺","http://api.map.baidu.com/place/detail?uid=8fde79cc016d22bc95ca0746&output=html&source=placeapi_v2","","","",""
334,"烟酒茶","北京市大兴区","购物;商铺","http://api.map.baidu.com/place/detail?uid=6dbcf0b74058c822e912e4bf&output=html&source=placeapi_v2","","","0",""
335,"烟酒茶","农大南路33号","购物;商铺","http://api.map.baidu.com/place/detail?uid=ebcff294de4f7e109a00506d&output=html&source=placeapi_v2","","","",""
336,"烟酒茶","北京市石景山区古城南路14栋1层","购物;商铺","http://api.map.baidu.com/place/detail?uid=37a8d9eea67ce8e688b9882f&output=html&source=placeapi_v2","","","",""
337,"烟酒茶","槐柏树街北里","购物","http://api.map.baidu.com/place/detail?uid=b22f2bccbceb7defbea2408a&output=html&source=placeapi_v2","","","5",""
338,"烟酒茶","北京市房山区","购物;商铺","http://api.map.baidu.com/place/detail?uid=7b3719b595b043da931fc93e&output=html&source=placeapi_v2","","","",""
339,"烟酒茶","鼓楼东大街17-13","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f7cfbfcd25d45e4a2046469&output=html&source=placeapi_v2","","","0",""
340,"烟酒茶","北京市昌平区","购物;商铺","http://api.map.baidu.com/place/detail?uid=2abd2b00ca21d1c8cf04efb7&output=html&source=placeapi_v2","","","",""
