"序号","名称","地址","电话","标签","百度链接","图片数量","营业时间","总体评分","签到数"
226,"吴裕泰茶庄","北京市海淀区西翠路紫金长安底商","(010)68217560","购物;商铺","http://api.map.baidu.com/place/detail?uid=8cba4bb081a5109dad04577f&output=html&source=placeapi_v2","11","","4.3",""
227,"张一元茶庄丰台路口分店","西四环南路19号(中复电讯旁)","(010)63811154","购物;商铺","http://api.map.baidu.com/place/detail?uid=afc58be83563fa8728d7abee&output=html&source=placeapi_v2","9","","4.8",""
228,"水中天茗源山房茶楼","北京市海淀区西钓鱼台嘉园6号楼底商","(010)68404292","美食;茶座","http://api.map.baidu.com/place/detail?uid=cf3ead5dbb1a651a8bdb7399&output=html&source=placeapi_v2","21","","4.8",""
229,"御茶楼","北太平路乙17号","(010)68154813","美食;茶座","http://api.map.baidu.com/place/detail?uid=a3f21eeea07a89442eb17ea4&output=html&source=placeapi_v2","9","","3.4",""
230,"北京正兴天顺和茶楼","金沟河路5号821号楼1楼(近永定路)","(010)68766615","美食;茶座","http://api.map.baidu.com/place/detail?uid=5276463d483f6db7940319e1&output=html&source=placeapi_v2","8","","4",""
231,"锦裕泓祥茶庄","西翠路五棵松北路，紫金长安小区东南门西50","(010)58987199","美食;茶座","http://api.map.baidu.com/place/detail?uid=e75bca969b3562d79e95defd&output=html&source=placeapi_v2","29","","4.5",""
232,"吴裕泰茶庄(北京沙窝店)","北京市海淀区西翠路5号今日家园商业中心上品折扣底商","(010)88287966","购物;商铺","http://api.map.baidu.com/place/detail?uid=bc5dca24d3a1d00bd4851ff6&output=html&source=placeapi_v2","6","","",""
233,"自在阁茶楼","岳各庄梅市口路西府景园底商406号（近红星美凯龙）","(010)83658921","美食;茶座","http://api.map.baidu.com/place/detail?uid=b3aa435db3d17712147643bc&output=html&source=placeapi_v2","20","","5",""
234,"吴裕泰茶庄","北京市丰台区西四环南路32-6号(丰台区国税局北侧)","010-63808401","购物;商铺","http://api.map.baidu.com/place/detail?uid=2fd2beab81c2e24b7bdbd286&output=html&source=placeapi_v2","10","","5",""
235,"吴裕泰茶庄（青塔店）","青塔西路58号院珠江峰景北门底商（梅市口路）","010-63878507","购物;商铺","http://api.map.baidu.com/place/detail?uid=2527be1edb5b25aa4afc8d04&output=html&source=placeapi_v2","12","","3",""
236,"风雅轩茶楼","北京海淀区万寿路丙27号近建设银行","(010)68158739","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=3cc929228d67908e75e5b634&output=html&source=placeapi_v2","6","","5",""
237,"全丰茶楼","靛厂路6号院大门西侧","18910022893","美食;茶座","http://api.map.baidu.com/place/detail?uid=4cc6bec443c4121fa5da39ee&output=html&source=placeapi_v2","4","","",""
238,"清怡阁茶楼","北京市海淀区万寿路28号汇海银星商场(万寿路)1层","(010)88619385","美食;茶座","http://api.map.baidu.com/place/detail?uid=a048d087249246cbc4f02514&output=html&source=placeapi_v2","36","","",""
239,"武夷山皇礼茶庄(大成路店)","丰台区大成路南里一区23号楼超市发二层","13681126631","美食;茶座","http://api.map.baidu.com/place/detail?uid=8d392e74a265b312770269d8&output=html&source=placeapi_v2","1","","",""
240,"吴裕泰(盈融茶庄店)","美域家园北区5号北京城乡超市小屯店1层","010-68607872","购物;商铺","http://api.map.baidu.com/place/detail?uid=ff0f2900f4d9a32d7bf79671&output=html&source=placeapi_v2","5","","",""
241,"顺源茶庄","北京丰台区靛厂路6-3号","","购物","http://api.map.baidu.com/place/detail?uid=60d85ca847fb4a9233169b56&output=html&source=placeapi_v2","1","","",""
242,"古韵汀茶楼","万寿庄路9号朱各庄12号院","(010)53661636,13071193428","美食;茶座","http://api.map.baidu.com/place/detail?uid=8d8a69a87498cd00b05c6a12&output=html&source=placeapi_v2","5","","",""
243,"北京世纪缘缘茶楼服务中心","丰北路351路公共汽车总站院内办公楼","(010)56241959","美食;茶座","http://api.map.baidu.com/place/detail?uid=97cd224433eb121273210be8&output=html&source=placeapi_v2","1","","",""
244,"锦裕泓翔茶莊","北京市海淀区西翠路17号院16号楼2单元102室","18611198055","美食;茶座","http://api.map.baidu.com/place/detail?uid=0c656521bfb4e2f2c5effbd7&output=html&source=placeapi_v2","16","","",""
245,"茗缘阁茶楼","北京市海淀区万寿路28号汇海银星商场(万寿路)1层","18601198794","美食;茶座","http://api.map.baidu.com/place/detail?uid=9ee2dfd79c53b87f81288a6c&output=html&source=placeapi_v2","3","","",""
246,"和暄水榭茶楼","万寿路17号天天假日饭店2层","(010)68210679","美食;茶座","http://api.map.baidu.com/place/detail?uid=41572e00e386f8adb45f1e5d&output=html&source=placeapi_v2","1","","3",""
247,"天僖缘茶楼","北京市海淀区复兴路22-12号","(010)51928172,(010)51928171","美食;茶座","http://api.map.baidu.com/place/detail?uid=6ee01020496f6af652e5c558&output=html&source=placeapi_v2","32","","3.4",""
248,"泉香铭茶庄","天安街5号附近","(010)68242626","购物;商铺","http://api.map.baidu.com/place/detail?uid=786e0ae10a0617f59900503e&output=html&source=placeapi_v2","4","","",""
249,"芳菲苑精品茶茶庄","万寿路28号汇海银星商场(万寿路)1层","18600624606,(010)88618783","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=718644e71533a5a648fc8d7c&output=html&source=placeapi_v2","10","","",""
250,"福茂春茶庄","北京市海淀区永定路88号长银大厦1层","","购物","http://api.map.baidu.com/place/detail?uid=a0a38e6d24b09f3b8f1a89e9&output=html&source=placeapi_v2","1","","",""
251,"金澜茶楼","青塔西路50附近","","美食;茶座","http://api.map.baidu.com/place/detail?uid=5a73731959f882e2157643db&output=html&source=placeapi_v2","6","","",""
252,"和茗茶楼","北京市海淀区太平路7号","1531123353,010-56213278","美食;茶座","http://api.map.baidu.com/place/detail?uid=3811db5a9b5183c29222e0e1&output=html&source=placeapi_v2","5","","",""
253,"叶茗轩茶庄","万寿路28号院62楼底商","15601089060","购物;商铺","http://api.map.baidu.com/place/detail?uid=96ded1d04c40ece79322e02f&output=html&source=placeapi_v2","14","","",""
254,"北京七彩云南庆沣祥茶庄(月坛店)","北京市西城区月坛北街26号","(010)58565229,(010)58566058,(010)58566099,4006365727","美食;小吃快餐店","http://api.map.baidu.com/place/detail?uid=6d04aaba007637ef14948e88&output=html&source=placeapi_v2","3","","3.0",""
255,"问天阁茶楼","北京市三里河东路一区5-2号","(010)68577966, (010)68530368","购物;商铺","http://api.map.baidu.com/place/detail?uid=cd2cb74ccffe9bc2260bd0ee&output=html&source=placeapi_v2","267","","4.9",""
256,"七彩云南茶楼(广宁伯街店)","广宁伯街2号金泽大厦","(010)52601089","美食;茶座","http://api.map.baidu.com/place/detail?uid=7d5f3a0a6c8b64522db90886&output=html&source=placeapi_v2","11","","3.7",""
257,"七彩云南庆沣祥茶庄(金融街店)","北京市西城区金融街广宁伯街2号","010-52601089","美食;茶座","http://api.map.baidu.com/place/detail?uid=2527be1e32875caa4afc8d50&output=html&source=placeapi_v2","36","","4.5",""
258,"王府茶楼养生宴(大观园总店)","北京市宣武区南菜园街乙1号(西二环白纸坊桥往东第二红绿灯右转300米路西)","(010)63588878","美食;中餐厅","http://api.map.baidu.com/place/detail?uid=e56bf5e38e33f35d0782c21f&output=html&source=placeapi_v2","558","","4.8",""
259,"山水立方土木精华茶庄","北京西城区月坛北街西三里河一区2-5(红塔礼堂东30米)","(010)68576871","美食;茶座","http://api.map.baidu.com/place/detail?uid=0ce65c2dfb408d402d47335f&output=html&source=placeapi_v2","6","","4.3",""
260,"国茗府茶楼","月坛南街19号院3号楼底商(月坛南街与月坛西街交叉路口处)","(010)68019062","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=e7e4ec44068d87d0b23c812a&output=html&source=placeapi_v2","26","","4.4",""
261,"吴裕泰茶莊","北京市西城区三里河月坛南街万芳商场西侧","(010)68537932","购物;商铺","http://api.map.baidu.com/place/detail?uid=74c933fb88b568479f82ea86&output=html&source=placeapi_v2","16","","4.1",""
262,"京华茶庄","马连道路11号家乐福斜对面","(010)63260708","购物;商铺","http://api.map.baidu.com/place/detail?uid=f1f5cac51a0f338136b06c42&output=html&source=placeapi_v2","12","","3.5",""
263,"金黄山茶庄","马连道路6号院-4-9","(010)81866958","购物;商铺","http://api.map.baidu.com/place/detail?uid=49d959389c09275ac61e51c5&output=html&source=placeapi_v2","12","","4.7",""
264,"正兴德茶庄","牛街5-1","(010)63558399","购物;商铺","http://api.map.baidu.com/place/detail?uid=56e88cba95e87d7ca5c756a3&output=html&source=placeapi_v2","10","","4.1",""
265,"张一元茶庄","北京市海淀区北蜂窝路16-1号会城门商场1层","(010)83613030","购物;商铺","http://api.map.baidu.com/place/detail?uid=fec81bc0fcc8eb7289db73dc&output=html&source=placeapi_v2","15","","3.7",""
266,"吴裕泰茶庄","广外马连道路6号院5-13北京国际茶城大门北侧第一间","(010)63344895","购物;商铺","http://api.map.baidu.com/place/detail?uid=46e86fddbecb1e76d03ce386&output=html&source=placeapi_v2","8","","3.8",""
267,"张一元茶庄（白广路店）","广内大街306号6号楼底商(菜百东侧)","(010)83523493","购物;商铺","http://api.map.baidu.com/place/detail?uid=d7fd2ad378a08f4d0bccdd55&output=html&source=placeapi_v2","32","","4.5",""
268,"白云阳光茶楼","西城区白云路西里甲10-1号楼底商","(010)63314330","美食;茶座","http://api.map.baidu.com/place/detail?uid=09185c56d0be7844f1193750&output=html&source=placeapi_v2","8","","4",""
269,"张一元茶庄(城乡贸易中心分店)","北京市海淀区复兴路甲23-1号北京城乡华懋商厦(正门)1层","010-68296619","购物;商铺","http://api.map.baidu.com/place/detail?uid=9b2c3af482ddfae24d776e3c&output=html&source=placeapi_v2","4","","5",""
270,"清香林茶楼","翠微路20号","(010)68274954","美食;茶座","http://api.map.baidu.com/place/detail?uid=3ec29bb42ee2621430169b3f&output=html&source=placeapi_v2","6","","",""
271,"张一元茶庄(西便门店)","西城区广安门北滨河路2-3号(近西便门)","(010)83117651","购物;商铺","http://api.map.baidu.com/place/detail?uid=130f48c79bca5f0357bfffa3&output=html&source=placeapi_v2","5","","3.3",""
272,"吟润茶庄","北京马连道茶缘茶城西广场6号A","(010)51809319,13811708520","购物;商铺","http://api.map.baidu.com/place/detail?uid=1ec44f0e58f13b8f8bdb7302&output=html&source=placeapi_v2","2","","",""
273,"三叶茶庄","北京西城区真武庙路四条8号院3号","","美食;茶座","http://api.map.baidu.com/place/detail?uid=a3396e34064cc687e856fae6&output=html&source=placeapi_v2","6","","",""
274,"阿福茶馆","北京海淀区翠微路25号","(010)68218812","美食;茶座","http://api.map.baidu.com/place/detail?uid=a1d75c90b637c13a3a13fde9&output=html&source=placeapi_v2","12","","3",""
275,"露雨茗苑茶庄","北京市西城区茶缘茶城西广场3号(近马连道家乐福)","(010)51809870","购物;商铺","http://api.map.baidu.com/place/detail?uid=e5d0f6de7c0f2e6f99005069&output=html&source=placeapi_v2","1","","",""
276,"水聚缘茶楼","西客站北广场售票处西侧北一出站口地下一层","13501159828","美食;茶座","http://api.map.baidu.com/place/detail?uid=a0805dac9cd7e8a19ff779cf&output=html&source=placeapi_v2","24","","5",""
277,"嘉茗阁茶楼","茶马街8号院5号楼1101室","(010)63634719","美食;茶座","http://api.map.baidu.com/place/detail?uid=8c590f91ea2df559bda240ed&output=html&source=placeapi_v2","8","","5",""
278,"昌德号茶庄","马连道路甲18号楼底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=2a162a9a9f3fb27cf02d831c&output=html&source=placeapi_v2","6","","5",""
279,"吴裕泰(莲香茶庄店)","北京市丰台区莲香园小区1号楼B区广亨商场","010-63988277","购物;商铺","http://api.map.baidu.com/place/detail?uid=e96b4420e966552783288abf&output=html&source=placeapi_v2","19","","5",""
280,"北京秋华茗茶庄","西城区马连道路5-3","","购物;商铺","http://api.map.baidu.com/place/detail?uid=cac5fc7613d70ef32cb96ded&output=html&source=placeapi_v2","5","","5",""
281,"元长厚茶庄(月坛南街店)","月坛南街5-3号","(010)68020447","购物;商铺","http://api.map.baidu.com/place/detail?uid=606289fd93d0b554a2046444&output=html&source=placeapi_v2","8","","2.7",""
282,"吴裕泰茶莊","北京市西城区广外鸭子桥路1号院6号楼底商","(010)63388316","购物;商铺","http://api.map.baidu.com/place/detail?uid=d146b3882e4e30c774026904&output=html&source=placeapi_v2","15","","4.9",""
283,"张一元茶庄","丰台区菜户营西路商用房北3号","(010)63254243","购物;商铺","http://api.map.baidu.com/place/detail?uid=d4034eb3681ccd88c13644af&output=html&source=placeapi_v2","6","","",""
284,"万众香茶庄(红莲南路)","马连道路甲18号院1号楼","(010)63461066","购物;商铺","http://api.map.baidu.com/place/detail?uid=d24e48eb71aba4b4afee7aed&output=html&source=placeapi_v2","19","","",""
285,"三国鼎盛茶楼(翠微店)","海淀区翠微路颐源居8号楼底商","010-56255557","美食;茶座","http://api.map.baidu.com/place/detail?uid=cc986fcad3cdd7e501294f6a&output=html&source=placeapi_v2","102","","4.4",""
286,"吴裕泰茶莊","西城区北小马厂6号华天大厦","(010)63345733","购物;商铺","http://api.map.baidu.com/place/detail?uid=925c550f81b708ab5b3ac8ae&output=html&source=placeapi_v2","6","","5",""
287,"萌露茶庄","马连道路10-1号","(010)63281702","美食;茶座","http://api.map.baidu.com/place/detail?uid=49d9593892e9295ac71e51e5&output=html&source=placeapi_v2","10","","3",""
288,"林崖古香茶庄","马连道第三区商业街5-1106","(010)63634431","美食;茶座","http://api.map.baidu.com/place/detail?uid=ef6291fb75155b02740269bd&output=html&source=placeapi_v2","5","","4",""
289,"正兴德茶庄","南横西街119-1号","(010)63521622","购物;商铺","http://api.map.baidu.com/place/detail?uid=d0b8923fc85948fbb4f42fa3&output=html&source=placeapi_v2","31","","5",""
290,"鸿志茶庄","北京市西城区马连道路甲10-10号","13910023075,(010)63424406","购物;商铺","http://api.map.baidu.com/place/detail?uid=606ab0d006c1b0330f3dda85&output=html&source=placeapi_v2","65","","4.6",""
291,"吴裕泰茶庄","广安门外大街305号五区1-4号","(010)63446023","购物;商铺","http://api.map.baidu.com/place/detail?uid=fb562825ca2bd866f6c59cc4&output=html&source=placeapi_v2","3","","",""
292,"正兴德茶庄","白纸坊西街46号","(010)83527081","购物;商铺","http://api.map.baidu.com/place/detail?uid=3a0a78bdd20414fa631809ed&output=html&source=placeapi_v2","10","","5",""
293,"普氏普洱茶庄","广安门外马连道路11号一商大厦马连道茶城2楼5-05（近马连道家乐福）","(010)63342036","购物;商铺","http://api.map.baidu.com/place/detail?uid=6fddd7fd7cfb6a663417dc90&output=html&source=placeapi_v2","8","","5",""
294,"有朋普洱茶庄","丰台区马连道茶缘茶城南楼1-2号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=83eb50326a7b6faf364aae4b&output=html&source=placeapi_v2","13","","",""
295,"张一元茶庄青年湖店","西城区鸭子桥北里6号楼底商","(010)63450809","购物;商铺","http://api.map.baidu.com/place/detail?uid=dfc496b614d961b68936ee45&output=html&source=placeapi_v2","4","","3.7",""
296,"泓灏阁茶馆","北京海淀区玉渊潭南路9-12号铺(近中华世纪坛)","(010)68589695","美食","http://api.map.baidu.com/place/detail?uid=8fa14fc3639e4977f7eafc74&output=html&source=placeapi_v2","21","","4.6",""
297,"元长厚茶庄(西便门店)","西城区复兴门南大街1-6号","(010)66020515","美食","http://api.map.baidu.com/place/detail?uid=783f9cdd8fda25bd9ee32164&output=html&source=placeapi_v2","6","","3",""
298,"元长厚茶庄(月坛北街店)","月坛北街11-2号楼","(010)68052331","购物;商铺","http://api.map.baidu.com/place/detail?uid=33fbfa833d0727d80bf5ebd7&output=html&source=placeapi_v2","3","","4",""
299,"沁馨林茶庄","西城区马连道路6号院5-9号","(010)63344065","购物;商铺","http://api.map.baidu.com/place/detail?uid=7524cb4fb5b5763404026fed&output=html&source=placeapi_v2","9","","5",""
300,"茗芳苑茶庄","西城区马连道路9-14","13810532767","购物;商铺","http://api.map.baidu.com/place/detail?uid=4ea3f2f10208ddaaaecb66ed&output=html&source=placeapi_v2","5","","2.2",""
301,"黄山峰茶庄","西城区马连道路7-1","","购物;商铺","http://api.map.baidu.com/place/detail?uid=64ff3be16512d1bb90114ced&output=html&source=placeapi_v2","10","","",""
302,"美誉唐茶楼","太平桥中路华源四里7号楼","010-63379505","购物;商铺","http://api.map.baidu.com/place/detail?uid=03840e1df3d20450213bf2f9&output=html&source=placeapi_v2","8","","",""
303,"宏裕茶庄","牛街东里二区2号楼底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=14076deea7fbedf402294fed&output=html&source=placeapi_v2","5","","",""
304,"祥国茶庄","马连道路12-1号(近通信管理局)","(010)63461514","购物;商铺","http://api.map.baidu.com/place/detail?uid=b7021bf81a68c0e3f5e73baf&output=html&source=placeapi_v2","7","","4.5",""
305,"瑞德隆茶庄(马连道路)","马连道路9-25","","购物;商铺","http://api.map.baidu.com/place/detail?uid=9edd0aee5eff47501b94c688&output=html&source=placeapi_v2","3","","",""
306,"春和茗源茶庄","西城区马连道路10号世纪茶贸中心1号楼1楼1-233号铺","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b6e1eb4e499c84c3deee8b05&output=html&source=placeapi_v2","4","","",""
307,"徽宝贝茶庄","西城区马连道9号黄山茶城1楼B-19号(近春华楼酒店)","(010)51259559","美食","http://api.map.baidu.com/place/detail?uid=c66c3c50f3b7682f72455b36&output=html&source=placeapi_v2","3","","5",""
308,"琛山园茶庄","西城区京闽茶城B1楼18号(近马连道茶城)","(010)63315781","美食;茶座","http://api.map.baidu.com/place/detail?uid=ec5173df7d4ed6eae9f853db&output=html&source=placeapi_v2","1","","",""
309,"聚瑞丰茶庄","翠微路42号","(010)68230248","购物;商铺","http://api.map.baidu.com/place/detail?uid=edb23f0e2e82805979dbd269&output=html&source=placeapi_v2","9","","",""
310,"承雨茶庄(天宁寺店)","天宁寺东里15号附近","13167575598","购物;商铺","http://api.map.baidu.com/place/detail?uid=a3e2b2b4757861e38bfc06d3&output=html&source=placeapi_v2","3","","",""
311,"叶品香茶庄","广安门外","","公司企业;公司","http://api.map.baidu.com/place/detail?uid=fb5995f7192ac5d3b75f1e84&output=html&source=placeapi_v2","2","","",""
312,"福鼎光明茶庄","西城区马连道路6号院-4-11号","(010)63363057","购物","http://api.map.baidu.com/place/detail?uid=1a073fe609595cbc3ce23174&output=html&source=placeapi_v2","5","","",""
313,"德兴泉茶庄","第三区商业街5-1065","","购物;商铺","http://api.map.baidu.com/place/detail?uid=000ba1142c007a4fe215f976&output=html&source=placeapi_v2","1","","",""
314,"蓝眉山茶庄","京华茶城146号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=29fd0b0774997b73a1a9342f&output=html&source=placeapi_v2","5","","",""
315,"佰京华子茶庄(北京店)","马连道路23号楼底商(近茶马大厦)","13911760671","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f9337d60b0193aaf62310b1&output=html&source=placeapi_v2","5","","",""
316,"黄山徽茗轩茶庄","西城区马连道路5-7号","(010)63439422","购物;商铺","http://api.map.baidu.com/place/detail?uid=7a6d7d1989b84cdeb45f1ed2&output=html&source=placeapi_v2","9","","5",""
317,"京华茶庄","复兴路33号翠微百货地下1层","(010)68216359","购物;商铺","http://api.map.baidu.com/place/detail?uid=1b80be0998756a5ec61e51e6&output=html&source=placeapi_v2","1","","5",""
318,"满庭芳茶庄(北京茶叶总公司品牌商务楼西)","茶叶总公司白楼南区009-3号(北京茶叶总公司品牌商务楼西)","","购物;商铺","http://api.map.baidu.com/place/detail?uid=c7cede0565bedc69f42310cd&output=html&source=placeapi_v2","4","","",""
319,"无长厚茶庄","复兴门南大街1-6附近","","美食;茶座","http://api.map.baidu.com/place/detail?uid=fddbac12a00149b307fef594&output=html&source=placeapi_v2","2","","",""
320,"茗缘来茶庄","西城区茶马北街1号院2世纪茶贸中心2-2-135","","购物;商铺","http://api.map.baidu.com/place/detail?uid=6ed158d23b3115ef71210b74&output=html&source=placeapi_v2","1","","",""
321,"万兴茶庄","马连道茶马西路世纪茶贸中心2-229","","购物","http://api.map.baidu.com/place/detail?uid=4d30cacaa0ed137cd6b74e45&output=html&source=placeapi_v2","4","","",""
322,"宏凤茶庄","茶马北街1号院2世纪茶贸中心","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7fcbf4fd0d2b219f54bfff23&output=html&source=placeapi_v2","1","","",""
323,"锦泽华茶庄","茶马北街1号院2世纪茶贸中心","","购物;商铺","http://api.map.baidu.com/place/detail?uid=e10371124cbd3d477bf7962d&output=html&source=placeapi_v2","1","","",""
324,"张一元茶庄","北京市西城区大栅栏街18号大栅栏购物中心1层","010-63034001","购物;商铺","http://api.map.baidu.com/place/detail?uid=72e57fd7a79456b6f8dc8577&output=html&source=placeapi_v2","314","","4.5",""
325,"吴裕泰茶庄","北京市东城区王府井大街186号","010-65254961","购物;商铺","http://api.map.baidu.com/place/detail?uid=24d055084b0228b6138824a9&output=html&source=placeapi_v2","913","","4.3",""
326,"吴裕泰茶庄","北京东城区前门大街42号吴裕泰茶庄","(010)67023869","购物;商铺","http://api.map.baidu.com/place/detail?uid=7524cb4f34b6f72d04026fcb&output=html&source=placeapi_v2","60","","4.3",""
327,"张一元茶庄(前门大街分店)","北京市东城区前门大街86号","010-67019371","购物;商铺","http://api.map.baidu.com/place/detail?uid=9ee7cc7872973f6917c905b2&output=html&source=placeapi_v2","90","","4.1",""
328,"吴裕泰茶庄","北京市西城区西单北大街6号","(010)66038351","购物;商铺","http://api.map.baidu.com/place/detail?uid=7d5f3a0a794e17522cb908c5&output=html&source=placeapi_v2","18","","3.9",""
329,"张一元花茶庄花市店","东城区南小市口街14-1","(010)67194687","购物;商铺","http://api.map.baidu.com/place/detail?uid=bd5046e836ac9258d72ce24b&output=html&source=placeapi_v2","12","","4.6",""
330,"张一元茶庄(南小街店)","门内南小街20号楼底商34号(近大羊宜宾胡同西口)","010-65276437","购物;商铺","http://api.map.baidu.com/place/detail?uid=b533ea4af3818a584e6d46b3&output=html&source=placeapi_v2","15","","3.9",""
331,"张一元茶庄(西单店)","西单北大街120号西单商场西单商场(西单北大街店)1层","010-66059601","购物;商铺","http://api.map.baidu.com/place/detail?uid=0c46c9e712bb20263310af4d&output=html&source=placeapi_v2","24","","4",""
332,"张一元茶庄(天桥茶馆店)","万明路18号（东方饭店斜对面）","010-63163518","公司企业;公司","http://api.map.baidu.com/place/detail?uid=6ee0102056216df653e5c58e&output=html&source=placeapi_v2","31","","4.1",""
333,"张一元茶庄(灯市口店)","东四南大街122号(近内务部街)","(010)65121706","购物;商铺","http://api.map.baidu.com/place/detail?uid=16a61bb5c0be1a5c78b55cba&output=html&source=placeapi_v2","20","","4.3",""
334,"叫渣渣川菜茶楼","北京东城区珠市口东大街4号楼3楼-A1室(近光明日报社、珍贝大厦)","(010)67015759","美食;中餐厅","http://api.map.baidu.com/place/detail?uid=10d7b0d8f910c340b5147f93&output=html&source=placeapi_v2","220","","3.9",""
335,"天和早市茶庄","北京市西城区老墙根街107号","","购物;集市","http://api.map.baidu.com/place/detail?uid=c279a0f9c7c3213c36b06ccb&output=html&source=placeapi_v2","6","","5",""
336,"吴裕泰茶庄(虎坊路店)","南横东街5-8号(近陶然北岸)","(010)51252762","购物;商铺","http://api.map.baidu.com/place/detail?uid=f696f3c2680ac3f21a11d586&output=html&source=placeapi_v2","14","","4.8",""
337,"吴裕泰茶庄东安店","王府井大街138号东安市场地下1层","(010)65279906","购物;商铺","http://api.map.baidu.com/place/detail?uid=dffd464257f632ab3c9a5e3f&output=html&source=placeapi_v2","4","","4.5",""
338,"张一元(博元舫茶楼店)","北京西城区西砖胡同2号院7号楼西配楼(近枫桦豪景)","(010)63585878","购物;商铺","http://api.map.baidu.com/place/detail?uid=923ffd0048077caed82f28a3&output=html&source=placeapi_v2","6","","4",""
339,"友茗轩茶楼","西城区永安路173号(前门饭店)","(010)63033076","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=f9fd606278a57a060e0e6ba3&output=html&source=placeapi_v2","21","","3.9",""
340,"永安茶庄","煤市街1号","(010)63132156","购物;商铺","http://api.map.baidu.com/place/detail?uid=bcaebff8c38de04dc9e33cc8&output=html&source=placeapi_v2","16","","4.3",""
341,"张一元茶庄(珠市口西大街店)","西城区珠市口西大街临19号（虎坊桥路口东）","(010)63163516","购物;商铺","http://api.map.baidu.com/place/detail?uid=7be00c29a95819034e776e5c&output=html&source=placeapi_v2","34","","4.4",""
342,"吴裕泰茶庄(东单店)","北京市东城区东单北大街78号","010-65129722","美食;茶座","http://api.map.baidu.com/place/detail?uid=d6ee8724daa0a6f9a9f0cd86&output=html&source=placeapi_v2","5","","3",""
343,"吴裕泰茶庄（天坛东路二店）","北京市东城区天坛东里2号","010-67026658","购物;商铺","http://api.map.baidu.com/place/detail?uid=15a93810b64fcea415c8f686&output=html&source=placeapi_v2","26","","",""
344,"吴裕泰茶莊","东城区崇文门西大街3-2号(近中国银行)","010-65160880","购物;商铺","http://api.map.baidu.com/place/detail?uid=550fd5f96f389360921fc986&output=html&source=placeapi_v2","21","","4.7",""
345,"庆林春茶庄(前门大街)","北京市东城区前门大街43号","010-63011908","购物;商铺","http://api.map.baidu.com/place/detail?uid=2e00c5dddaf80a05d7851fc8&output=html&source=placeapi_v2","40","","4.6",""
346,"吴裕泰茶庄(崇文门店)","北京市东城区崇文门外大街11号新成文化大厦A座(正门)1层","(010)67082081","购物;商铺","http://api.map.baidu.com/place/detail?uid=925c550f81cf08ab5b3ac886&output=html&source=placeapi_v2","10","","3.6",""
347,"宽水茶庄","白纸坊东街甲12-4号","(010)63552171","美食;茶座","http://api.map.baidu.com/place/detail?uid=844a750e9296f1b9626858ed&output=html&source=placeapi_v2","14","","",""
348,"圣云轩茶庄","金宝街8号(金宝汇对面)","(010)85694018","购物;商铺","http://api.map.baidu.com/place/detail?uid=cb4fd1466a2bb6589d9d6814&output=html&source=placeapi_v2","21","","5",""
349,"吴裕泰茶庄(金宝街店)","东城区朝阳门南小街20-20号","(010)85891030","购物;商铺","http://api.map.baidu.com/place/detail?uid=cb4fd14645accb589c9d6897&output=html&source=placeapi_v2","59","","3.9",""
350,"启元茶庄","西花市大街49号","67160941","公司企业","http://api.map.baidu.com/place/detail?uid=d9df52e370b7e9840aa8d48c&output=html&source=placeapi_v2","2","","",""
351,"福德厚茶庄(永安路)","永安路143-4号","(010)63035596","购物;商铺","http://api.map.baidu.com/place/detail?uid=2527be1ea314adb34afc8dea&output=html&source=placeapi_v2","8","","",""
352,"红禾轩茶楼","北京市西城区华远北街2号通港大厦1F号","010-66155618","美食;茶座","http://api.map.baidu.com/place/detail?uid=138130cd8c658a8d43e192c6&output=html&source=placeapi_v2","3","","",""
353,"天福茶庄(东单店)","金鱼胡同3号","010-65271888","","http://api.map.baidu.com/place/detail?uid=752b477e1625d97484154120&output=html&source=placeapi_v2","1","","",""
354,"缘福号茶庄","南横东街（中信城底商）","(010)83985262","购物;商铺","http://api.map.baidu.com/place/detail?uid=1eeed546bf6c94ebb5147f67&output=html&source=placeapi_v2","35","","4.6",""
355,"吴裕泰茶庄","北京市西城区永安路4号天桥北里小区2号楼1-12号北二门","010-83136226","购物;商铺","http://api.map.baidu.com/place/detail?uid=3810c8798737dd929d09f786&output=html&source=placeapi_v2","8","","4.6",""
356,"张一元(清味儿老茶庄店)","大栅栏西街44号附近","(010)63032773","购物;商铺","http://api.map.baidu.com/place/detail?uid=10e9469b9f252d94130daaaa&output=html&source=placeapi_v2","11","","",""
357,"北京天福茶莊","东城区花市枣苑甲3-3号(近东花市大街)","(010)51162922","购物;商铺","http://api.map.baidu.com/place/detail?uid=a74481d6970abd46f403b8e2&output=html&source=placeapi_v2","17","","5",""
